Mass_RT	 C842	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C877	 C904	 C947	 M796	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M803	 M881	 M908	 M913	 M962	 M996
583.3843_3.45	16015.98051	13399.03825	10476.12766	14562.60884	15507.40588	15575.59667	26319.02599	17772.9422	15491.15358	14097.73403	19478.64733	20990.78607	15870.10004	21031.34808	19489.12271	11405.78016	19085.37238	15870.92829	12454.28721	16994.6209	11386.68707	20821.35552	17747.87072	11747.71141	7943.386648	12865.95159	20135.12455	20758.33028	8197.340475	23509.34717	16962.0229	34784.17974	12262.52402	15049.61327	13537.72659	14549.4088	14546.93243	8471.864271	11725.21312	21246.63861	15148.53466	15262.83694	10655.10172	14953.74772	22342.14899	32732.96919	21075.89499	17914.68697	17665.65569	20380.51161	18698.86602	12876.44576	18074.15966	17460.12438	23849.24873	14184.982	22800.62708	17171.54398	19025.05149	21412.56945	13160.34953	9870.49653	15684.97556	12747.64492	17519.41714	20201.0617	30199.92534	14345.61617	16196.28458	18844.90954	21996.86297	18382.6148	17666.88451	16532.51358	18939.67811	13239.26647	18957.6854	18981.02465	13388.50674	13589.75968	15841.66157	16852.59945	12320.44282	15216.63566	17142.14575	17289.54613	14581.26274	18941.93471	14453.77297	20308.64095	19827.15334	14349.25494	16141.74625	10871.18482	9137.481225	11818.11921	15770.21998	10204.06586	13168.95918	15364.86382	20112.66878	18080.13934	19264.51663	12290.96421	13003.7518	16149.87504	14751.98697	13931.35965	9106.628139	14388.4112
444.2509_2.98	5795.520486	4422.758426	4283.862911	2903.378557	4393.847473	4035.014667	5733.786947	5953.417959	2644.86975	4158.881019	2781.016365	4573.411956	2564.03806	3687.856572	3241.350351	7936.738922	4524.510885	4900.953336	5649.94169	4800.843743	5335.886649	5230.832843	7561.102187	5112.95416	4835.231316	3521.737206	4388.463861	3534.601559	9085.010123	6584.675565	5725.888722	5323.558529	3572.847591	4281.806395	6193.738403	10090.38443	4271.434284	6569.208333	3304.097658	4587.082065	5788.089475	7103.129817	1371.963093	3553.020582	3735.15183	4123.283248	4443.254161	7683.557397	4023.95661	3087.13328	7787.956055	4083.076351	5425.641943	3081.338314	3381.924718	6379.186131	2800.063609	6337.426857	5567.214421	4001.398054	4084.647727	5244.962301	3661.011165	6482.037089	7997.64173	3099.817156	4436.71548	8368.038468	5224.218847	1821.431206	4776.046824	4350.516773	6590.979255	5401.980159	4834.429598	4272.055758	4182.428946	3885.950432	3282.787876	2299.631243	7958.211761	2476.152071	4338.654715	5740.864565	6713.804844	6658.803378	4693.444368	5367.10531	4114.037052	3663.078446	7907.673987	5570.706	5875.894223	6427.093633	7350.61231	3899.365002	1893.411966	8546.864685	4917.430727	5060.006815	2875.136038	7087.484685	3974.792071	4218.250378	3582.313535	3958.485442	5079.226472	1600.163641	4741.58149	4069.097261
310.2872_4.34	25251.66672	22827.11356	24325.75234	20442.48853	19045.28426	17900.95389	20665.86888	23232.8044	22075.38356	22095.50025	13696.54549	26358.85354	17040.2699	18691.68557	18359.62119	26592.50393	25679.28153	20337.62122	51670.45569	20877.21431	26546.14306	25006.20994	40032.63729	29129.10874	29066.54739	11927.95476	17691.16487	15761.92526	28927.64443	34988.37312	28143.23502	20350.51171	19302.77933	21559.94231	29113.99818	42639.93454	23338.79696	39614.49895	20125.93816	18312.3961	34121.53483	21558.14777	8546.172922	18625.82876	15301.64205	27834.69623	24980.04729	39202.98864	19373.40726	14074.8291	31272.15306	21532.20793	22992.35157	16483.92113	17151.96098	34104.06214	12224.35037	31776.13255	31851.45804	18079.77622	29603.49686	27739.92289	18449.45797	33308.13663	24358.64971	18240.44033	25941.61613	44669.21656	26804.96237	11997.36363	20365.45169	14683.85497	24502.39015	27316.60839	21292.16336	26701.12087	15954.48821	17575.69369	24652.77933	12115.3559	44659.57985	13343.21568	18260.44888	24885.91184	46955.49922	27046.67162	21903.5683	29410.87972	26555.4328	18487.81679	29430.35612	39406.26128	24768.12226	29657.70369	36755.48116	21929.69582	11418.32786	38775.3286	23476.36367	23164.75726	14566.8249	31036.47622	20746.32606	24035.63682	38230.59896	16809.29477	18953.31228	7196.865584	30701.67597	19029.9436
532.1848_2.6	10670.77942	10745.19113	4090.452772	8046.848409	3089.663436	6785.217507	14037.35266	8541.465984	22731.27957	6180.791452	5452.70257	16359.16604	6300.952346	16141.16094	24762.93371	6331.855843	9211.692195	7984.975506	11400.60749	8125.415557	7686.139722	26343.51269	10355.90839	11964.579	11015.18067	5508.535533	19601.90656	13126.69178	12734.06634	15658.99364	7621.496499	4366.122851	11330.71588	9834.97092	12456.74495	16889.40024	10429.58609	4668.609382	25403.50659	7760.003165	12032.29207	2376.783987	3896.348053	8463.46191	7110.458711	29968.34557	4052.361195	8812.411459	7057.480601	8119.22924	21296.68815	6878.514812	11629.99606	8318.426949	6358.186071	9737.583378	32170.9363	4571.182674	5460.081264	5519.252207	5921.117922	5572.920047	8255.692096	4624.358372	8108.259181	12244.8678	15270.19934	5197.353507	8256.860962	4829.914593	19766.87982	20884.75348	9611.32548	7847.730401	5210.63079	8107.85961	4300.613387	10068.46214	13688.661	9817.286054	8494.159037	17436.47551	6751.571082	14697.74697	9815.230713	10431.66803	675.8966908	12455.0266	14830.80766	17244.53313	16656.82934	8883.970113	21778.94043	11543.38923	6351.079453	3626.533461	4208.22185	4586.575812	4991.427219	5023.39665	13146.5315	8159.810379	8424.815223	9062.816999	6291.276154	17890.15091	4779.706027	3743.639716	24.76671872	4695.216727
681.6259_12.19	63681.26826	58477.32102	31835.30145	102324.7192	50074.26387	40328.86169	97015.07827	102636.221	65697.24921	45308.75299	77569.26869	76277.05395	52693.71463	65472.06516	61040.20448	47891.47928	75695.73982	60829.87986	52637.86808	54752.04445	59603.36504	75134.62275	79751.35686	44870.13124	39515.9977	42797.70344	57033.55091	56774.01009	34387.83646	40237.6621	61162.30571	63107.1992	52289.7431	65498.11394	39228.12289	70365.93055	53149.40596	42569.79782	41300.0951	53168.94454	59665.292	80906.25769	57565.46717	74713.43466	54202.10169	42305.7829	63804.44314	72330.68057	47807.82214	78875.53489	65778.69135	33405.92823	51604.03047	65157.9639	75608.88858	65108.03442	59334.89029	33062.26194	51024.32534	61461.32974	47815.27905	35765.05664	54003.06834	44475.0497	59681.47285	66570.19817	75774.6284	65487.685	58524.44491	67662.9144	68818.17004	73095.98779	58761.53336	58824.57122	64503.86192	49299.50929	70029.84428	58740.39864	41177.42037	76512.75444	82919.25916	52544.2247	53831.89573	58329.27046	62418.82346	45847.37525	68565.18924	92080.06622	66748.74801	46035.22192	52032.579	57513.77757	52733.78772	42720.95032	43818.43612	38618.38372	45383.429	49403.33154	37078.68611	32727.03243	49910.8535	44960.57974	51562.83251	62828.0574	60403.5003	39650.50587	49112.35816	48397.66566	27218.33897	37367.92876
302.2244_2.38	2791.609617	2333.584172	4731.681771	1326.574112	1738.057573	1527.323321	2958.865876	3796.104537	8324.244161	4533.842178	3506.80599	8977.381817	5040.202164	2239.925509	2632.245896	2846.236803	3137.750374	1605.831415	3872.907928	2729.51383	3441.777786	4350.974264	4701.209401	2854.380829	2225.308215	1015.185249	4207.246625	1812.873001	1717.111628	3116.714511	3621.386689	3517.312892	1796.495425	2510.094263	2940.707703	12345.95838	3441.56262	4191.107419	3704.900522	5257.961285	7682.099853	1951.577615	1310.767547	5388.276081	3013.094864	19626.79704	3697.590655	6905.097416	2533.009442	2752.063961	3975.550327	1729.19981	6322.505354	2393.912745	2802.950948	3824.848283	2336.011972	4220.312617	8866.308612	2720.116197	3112.676702	2077.290736	4213.243564	8972.41809	2987.847967	5555.050317	9608.885947	5235.044839	4381.460951	1807.328992	1769.421922	1544.726195	1965.074912	4543.510592	2795.992599	1868.055958	1767.085437	3596.139908	7023.014202	2899.131454	6595.006692	1674.638863	2784.387565	1916.388388	4840.017172	2671.353251	3088.355183	2238.497671	3069.455081	3694.108243	3290.53679	3381.90177	2867.225182	4751.958065	3597.232113	1992.291104	2039.010467	7991.203402	5095.900961	4559.400184	2579.55188	4692.386198	2646.78795	6145.929655	5832.088102	2745.809919	2913.135485	793.8808947	1746.783082	1978.691419
328.24_2.69	32079.28047	25758.7731	40105.02539	19391.76257	21722.49471	23048.00796	40807.05098	28265.84066	33455.32262	57620.75621	22032.25517	67900.73191	40322.07087	18372.96986	18456.96647	29158.0692	39829.91046	27297.10564	42784.84345	54510.1188	35135.65529	43948.65243	50073.93116	37004.64397	24276.26022	10646.47783	40634.94259	15771.55096	19797.47821	32432.33738	35233.57517	34380.2865	26098.11653	12240.45057	32382.45787	74903.23088	40415.47412	28770.53116	28535.21128	34675.57021	101602.7369	29056.86633	12443.05619	46054.35014	31278.41031	70090.02132	45643.83539	79809.5392	44581.53264	16453.57006	44435.48848	17001.89065	58788.1413	15097.57414	32284.16382	41611.01677	18561.61005	51027.21398	50739.18827	26065.51058	33011.74329	21263.49573	55971.73529	50931.99655	35889.83435	50071.51898	67308.13271	64354.97318	46093.86126	19690.48004	24616.7616	13878.2801	33885.7578	57033.46407	28889.15207	25838.21428	21053.75687	33295.94818	48578.0844	34575.98629	78050.05009	14418.25027	27588.11856	27866.56693	44853.83061	45203.45258	31508.74794	27447.9025	30698.27946	35977.07213	22615.07176	40716.18356	39318.66412	46073.87616	46229.97884	23028.78793	11028.39573	64421.97756	45151.65132	37639.03923	21586.36254	48948.60211	43646.53949	72426.77448	45048.03272	22335.0198	32360.18216	10322.8738	25462.89402	25563.61075
870.6803_11.6	23464.23869	28862.07953	18359.22167	22354.79391	24586.61805	24461.34381	18340.78396	29131.30881	31297.38614	31346.5413	28229.62129	22726.80883	26289.9284	24013.8277	22268.24282	21352.63638	21571.22417	23988.86201	32064.77345	23457.65437	28871.42504	23390.95305	31800.00257	27164.88867	20793.58009	18244.63093	22602.45374	25774.79435	18946.81369	29966.33178	26530.69143	19690.8621	25316.72095	20895.56612	28676.65516	30454.86068	24572.48448	26586.32192	23925.40309	22437.07783	32077.31669	24476.62521	26730.60499	38916.60197	23939.77579	25736.28054	19793.58104	26208.16908	26088.9768	24964.99578	33369.35223	23186.16945	23701.55826	21131.85836	36532.19677	35497.60438	20387.95325	28393.14458	30634.81852	24896.28334	29502.10478	17208.66783	21942.77145	25373.96517	27126.64757	21896.79487	42169.26451	20350.59804	25624.26212	32906.46329	29086.13963	22343.85523	30256.50832	33107.42008	22569.38586	18266.64831	21580.41211	26590.77409	33258.65809	33147.40557	29275.66197	24510.52382	23681.37336	29163.54785	34050.17684	21311.30621	23248.60302	28227.39829	34545.94769	25894.05514	25591.46611	27513.06694	24986.97848	26557.73104	34151.91773	27958.53064	16912.39431	28070.41328	18012.72297	24751.25545	25867.44578	19650.48455	25467.44397	26791.13598	18191.46211	16534.03534	18153.5882	17533.47405	16012.84401	23901.49548
362.2434_2.99	12744.43023	9938.520283	9944.142236	6635.609056	10296.90208	8984.721889	13326.7988	14010.25298	5915.695612	9240.122955	6345.936659	10113.35442	5392.049418	8732.633889	7407.600636	18124.70174	10791.26425	11171.70156	13221.13797	11802.86259	11427.77386	11963.24333	17532.82696	12373.00849	11215.82294	7770.945069	9992.673955	8531.409277	20563.23217	15245.28165	12945.80739	12078.43649	7751.254225	9935.536676	14125.82383	22589.96654	9504.120211	15045.2882	7563.165293	10746.86019	12856.58347	16237.15265	2901.177394	8166.325541	9177.761727	9876.343875	10230.67096	17230.36338	9364.807582	6492.099084	18357.28404	8945.875215	12432.44601	7126.588544	7341.060418	14643.76273	5932.326545	15404.74169	12786.73015	8890.035438	9525.60419	12584.76038	8491.963823	15351.48333	19349.81651	7282.425249	10363.46537	18356.69165	12147.04224	4133.6787	10704.09807	10345.90458	15498.29092	12576.38423	11404.58715	9687.093791	9965.385362	9146.091597	7906.554788	5394.124556	18922.1985	5769.594591	9220.007273	13427.57962	15655.78918	16338.94631	10534.9791	12406.15149	9217.7636	8231.716574	18262.40192	12654.08924	14505.10751	15137.27606	16882.60352	8930.039699	4431.575574	20632.63632	11802.55496	11509.13412	6264.753373	16492.63827	9496.237167	9846.890459	8597.961912	8813.369736	11790.71176	3669.773771	11092.74892	9333.817396
332.2716_3.59	11939.29508	8179.054457	11329.95574	5730.543181	6829.744338	7114.396827	16290.19505	8733.063284	5562.952406	10578.12018	6069.164646	8899.226005	4039.274041	7210.851684	5504.571978	12525.31762	8666.565999	8128.693078	16632.26987	8675.863953	12953.76273	12725.65644	16263.25368	15525.93836	7741.479271	4683.666653	8344.970732	7779.114656	15197.43703	18601.63097	17621.5237	8478.303758	7887.441219	10070.53546	13617.0762	20109.94934	8658.724854	14162.3232	4584.249079	11103.05535	20777.85847	9470.466723	4018.382578	7935.532891	7736.269763	8844.808177	6993.33281	17402.76069	6408.509792	7532.254924	15678.9355	8912.994097	8316.547977	8747.480412	5396.011315	15196.75635	5848.997844	16278.12899	11622.89262	9036.924917	10656.23618	14366.72558	7480.657778	11243.41451	16225.00935	5396.512974	8482.888429	21360.88459	13949.13129	4497.005371	9158.591423	8247.973711	11236.92963	11581.47944	7275.897842	6909.513324	7452.485686	8438.513812	5775.940883	8815.606165	16905.65819	6443.205804	9084.576786	14518.36203	12748.29484	15298.18994	8396.034334	14496.79963	11734.48489	6450.305787	14684.45668	9955.811262	10779.5589	14347.5091	24427.88099	10902.89174	3249.962799	13645.31634	7467.544284	11399.08639	6731.790837	14682.50647	11304.05522	9328.774215	6083.793351	7324.294182	7166.54739	2963.585794	10710.45522	7426.099546
380.2395_3.57	31428.82583	22722.58903	23671.32657	15878.62843	17709.46581	14336.48932	21953.51353	26054.83399	13879.24139	24213.22058	13861.84432	24509.16117	14797.97709	20267.93997	18941.81758	35097.35204	23853.46451	22291.24049	50179.96722	21926.67782	26525.41078	25839.36808	44734.07028	35241.75682	28576.5519	10994.99805	23177.67924	19030.59363	39783.31161	39553.28808	31611.09873	27119.10471	17588.77106	28808.82281	29282.67178	56420.2894	28412.73204	46684.10408	20451.6761	20323.71035	38189.77069	21678.16039	3626.307371	20783.39788	15477.24385	24462.63273	22582.07759	43716.06367	22253.01403	13932.96572	33492.87302	22400.28475	25679.98058	16093.30075	13947.36085	35356.86104	13588.81322	41367.90659	26839.92334	17239.91795	26413.01219	33361.03337	19177.92192	36421.45852	33935.80238	18052.08694	25909.06494	51821.694	30275.94694	10502.52968	20320.66577	15530.31838	24919.41349	26346.54004	17674.04465	23624.69793	18967.2289	21315.99533	25040.6285	10868.74885	52417.14689	9306.836252	21141.22011	23942.58644	37773.46818	35678.78852	26615.61149	33540.11656	27683.8191	18481.55984	36209.18474	37437.37924	32314.18611	33281.93887	37964.53348	20202.13532	8904.331094	34743.72434	25059.392	25355.63778	13556.24814	38384.79006	17923.90345	25278.02706	34028.24404	19577.11902	20911.04215	3879.705899	25152.92667	20024.87579
841.5808_7.02	11022.35834	7223.559474	4755.76588	7732.918783	7433.323196	11779.0613	12206.34263	11075.14597	12599.03494	3662.635696	12249.85688	8745.105528	8472.853856	10596.28523	9052.790635	6634.128919	9825.220624	7669.92766	3220.914597	10732.99243	4704.148766	8109.092159	7490.796696	4024.017073	4405.155549	11522.88289	7457.111221	8685.746697	3343.718184	7677.310081	5833.089217	4407.956423	9431.329237	8671.807409	6454.848465	4532.915238	8279.87446	5428.436672	3200.585206	7768.380145	3398.780154	12336.81536	4046.159509	6236.940958	8492.854371	7218.554848	13128.69287	8959.953106	9446.749581	12606.87054	10899.21535	7328.018643	7376.670422	10187.11737	14144.84157	8174.315812	8394.229969	7444.947458	9395.105112	12475.02677	8312.77815	6242.398732	7011.700904	6856.683853	8370.535601	8885.903386	12899.00849	6481.628829	10876.30818	16314.36233	11230.65016	10127.79739	7376.864851	6415.916896	15700.09431	7143.829608	9445.96361	8996.935467	5901.012748	8524.014067	6513.959881	10050.22374	4594.464016	6867.365724	9221.730638	5613.542031	7563.551014	8740.418015	5139.926582	7984.853306	9820.303963	10575.03418	6015.695582	2649.572767	2299.275954	6033.365398	8912.495932	6091.179039	6786.435223	7288.25232	10415.89137	7551.629417	5932.990098	6424.74242	6948.890371	8223.987388	9508.969633	6116.625738	3806.430866	5935.958846
847.6296_11.59	31118.95124	21617.40393	15557.50263	29962.1416	20313.61975	15897.09658	24393.66452	30524.53194	35026.59612	33464.31261	38469.41548	28875.64097	37841.60836	26251.98699	41633.58532	14883.28295	36937.6031	22631.17588	20680.68863	24402.05669	25807.75792	21957.60193	31114.27106	18915.09239	21857.58215	18054.32441	25226.8184	31363.15421	12841.79292	37148.67285	29762.72412	15019.60968	23198.56442	39161.48275	25608.97573	31772.26012	31030.67635	20820.23215	25026.94647	30066.88706	22654.593	19737.85324	18089.18893	28578.66748	32781.84594	25225.53777	40754.76747	29383.50103	32498.84442	44057.60609	20204.30822	15398.43643	23926.4986	37238.05492	39463.81198	23037.18554	35418.5056	29720.60265	34971.84422	26896.15884	20301.41003	13871.51368	24892.48662	17365.83126	24587.20462	38243.41863	44049.56773	39683.24307	27621.90602	39793.62419	21479.2088	21752.50822	18552.00145	24032.92828	24054.46627	19807.93683	23901.0412	40328.90668	28940.97038	38319.62792	26695.66589	19850.57186	19549.59468	19799.83654	23229.64837	21767.79776	25425.56963	34096.71652	24405.73954	26058.56812	19026.58579	26827.7708	23470.92309	17039.69538	14339.94554	18372.59716	37126.17757	13810.9151	23854.33173	16982.98831	34809.91543	28841.60972	40565.45687	29906.43937	29221.93685	20534.43264	24764.32541	17691.71381	15230.96495	22296.63856
296.2713_3.97	6499.775324	6016.146294	4678.923147	3682.444283	3776.541152	2537.863496	4476.199209	5652.405732	3132.572884	4868.390344	3402.595066	4215.221785	2985.154435	3896.66105	2994.391444	6196.782498	7092.31377	3786.632961	10023.45768	6145.94825	6532.89711	5445.268652	9596.29617	5995.305458	5468.850385	2664.818039	5169.809389	3331.390604	4685.961368	6482.769745	6787.742318	4494.670118	4294.341555	5627.857659	6688.116715	10414.57486	4144.337123	8336.176295	4970.515116	5793.083362	9204.310358	4190.111981	1976.888481	4018.58956	3498.959203	6255.619922	5755.039224	9200.417368	3638.65059	4172.352577	7944.364799	4064.381083	4909.438504	4671.009886	4104.396946	7989.989957	3042.306555	6748.836866	5384.312378	5189.988335	6349.201843	6971.342756	3991.991705	6577.66274	6798.736843	4278.998322	4858.302149	9176.831183	5469.858678	2326.422277	4239.076798	5684.072249	5626.953969	6185.591685	6126.70512	4059.455586	3360.246028	3740.856613	4478.84232	3180.938719	9694.5071	2958.73426	4349.916343	5746.704693	9329.099275	6898.62815	4401.775858	6202.331743	5839.694241	3531.497638	6091.220805	6960.273077	4871.108004	7344.850349	7528.896471	4273.676276	2322.120246	6929.132091	6632.07938	5541.103403	4286.498141	7447.677742	4346.950215	5969.215779	7666.567535	3879.633427	4291.56092	1433.681166	6700.665963	3669.156129
173.0685_0.82	3446.100333	8198.642014	13608.64959	7248.696433	8476.140576	8334.129291	9542.891123	8859.552679	5936.833359	7344.087274	10808.62482	14207.18786	8913.904695	12642.48343	10177.39734	14650.18943	7047.58443	9060.110821	8513.937389	7328.659905	6944.50082	10235.73033	9958.372911	8552.37608	5888.064344	9058.233709	11932.59143	10399.13435	7807.945154	7996.861512	11206.92352	9913.517792	9497.588681	9548.028052	6593.161218	5259.52084	6605.613205	8360.256656	9674.80894	7449.480138	6884.740106	7088.557484	8482.603692	8058.304657	8070.846928	9839.554462	8379.084253	7913.17048	10136.64941	9091.190549	5778.807971	13465.72264	4354.187349	14733.59043	11105.50411	7218.26913	12064.66479	6799.137032	9352.726133	6189.321644	15334.2828	11303.07336	9653.104774	8035.828141	7237.428762	10876.9855	6060.862597	8351.820551	8949.421722	10183.2925	6720.913337	9134.338667	5478.719299	6937.808262	8678.603242	7519.830055	10076.2775	15659.20564	4904.710966	10946.19476	7454.355089	7778.527005	10913.96767	9691.631238	6435.766478	11772.87844	7662.810027	8017.207001	6623.547706	7927.273876	5927.364436	12284.44439	8252.665326	5935.069076	7584.960047	9897.47907	9710.169093	8870.550033	6766.228277	8279.403686	10519.85102	6823.89677	7866.619273	8089.512483	7132.61048	8886.734628	11565.73306	8036.453642	9178.599533	5596.293055
405.3088_2.93	2354.659156	4259.531302	5637.962771	5048.535314	5459.676777	4551.230666	5129.133951	4423.125834	4701.885534	4475.455059	5256.309085	6278.406438	5158.30896	5174.546918	4451.758745	5218.210391	4643.101458	5017.962004	6129.026881	7335.85732	6066.959065	4342.896719	4298.248595	6279.279223	5811.104948	5430.036481	6105.577035	4256.300847	5535.92547	5256.588494	4695.79434	5730.701525	5893.248061	4701.055355	4732.952282	5109.836991	5953.942113	5822.320433	4986.887338	5160.137567	5739.004424	5103.031489	6108.152429	5327.538897	5588.226069	4982.885999	5098.420969	5239.243777	4915.75179	4242.115011	5008.879751	5226.66978	4727.894928	5371.518989	4484.761328	6070.234181	5102.1707	5997.38025	5002.320282	5833.039674	5464.866276	4741.44141	5757.538217	5941.71873	5381.185972	5241.136042	4696.179866	4745.732582	5298.802187	6325.254005	4889.364976	6385.647559	4805.764882	5892.04534	6484.642988	5681.756684	5729.855677	5377.21188	5247.98664	5256.774958	4911.074996	4431.811299	5124.491101	5584.992764	4162.57751	7581.797631	6612.847895	5385.075784	5223.614116	4948.12751	5457.461791	5078.265356	5088.565135	5382.207335	6201.110353	4795.29655	5536.909574	6416.109811	4618.63567	5845.461263	5577.400433	5317.500762	5691.146527	5324.534848	6135.846892	5551.638985	4648.374179	5871.888042	5293.272643	4807.91201
1011.6361_11.6	10782.58681	7636.549535	5558.537228	10416.58975	7248.176156	5830.451789	8396.229636	10501.78303	11891.49691	11465.64759	12694.87934	10270.6282	12196.24316	9152.002971	13539.20236	5578.464991	12244.95078	8070.91597	7448.536202	8432.32411	8844.207136	7756.996373	10377.19753	7002.823928	7894.77386	6417.902669	8777.862905	10605.20888	4754.89528	11870.63943	10097.85521	5417.956834	8226.335443	12950.48452	9183.61807	10761.95584	10599.85704	7373.391786	8844.091334	10367.47667	8196.093545	7296.429699	6511.398339	9778.276509	11268.61726	8612.547047	13583.05673	10439.79046	10946.98041	14111.69352	7502.142813	5737.382758	8502.394376	12199.82165	13115.93552	8026.14629	11647.75316	9934.736904	11511.12224	9771.298695	7398.831738	5126.974511	8663.175765	6501.2068	8433.16836	12737.95787	14594.88502	12671.15995	9625.216225	12709.16551	7483.946934	7698.582251	7185.265832	8522.112651	8480.812576	7048.257323	8006.937821	13204.1202	10195.56159	12689.01621	9245.323832	7088.865675	6941.892591	7288.24356	8114.079962	7537.569591	8749.928864	11438.60742	8578.830774	9263.550143	6948.903829	9058.138236	8249.762351	6279.921625	5319.202514	6553.891923	12309.87596	5118.183314	8366.303193	6000.165032	11462.81799	10009.86249	13100.99516	10359.84236	9885.849786	7090.853178	8695.630008	6617.365884	5465.323596	7874.869055
538.4228_2.63	13175.50776	19817.70235	25034.66177	20923.31055	30776.63488	26125.27277	17180.43946	21492.8697	21249.80897	18711.65123	30570.35314	22446.2153	15368.52341	26135.33105	21996.99404	14919.01274	15308.89539	22625.1805	12882.3848	26661.57479	17179.391	23209.89294	26901.34539	22152.93297	13443.43262	28343.34139	14934.39772	26652.76581	24098.75833	45819.19914	14429.93754	19042.78919	15038.94444	25457.92731	32923.53837	12556.4569	22608.74727	17307.86347	9134.355413	17380.2042	22341.27943	16059.20352	27166.03118	19257.28444	21125.38002	28581.49974	21387.48874	17472.88666	26674.62415	34846.78282	17634.38094	21795.13594	17526.35965	17309.94852	17869.49282	18550.69885	19576.76171	18893.18762	22524.76886	26301.91233	17645.86454	21645.60302	20795.62898	19228.53761	16489.94949	18644.30141	15613.28791	19211.66273	27776.6279	18003.14066	14150.12238	17105.82984	28649.04283	13694.36436	18432.10032	23230.91644	17794.79848	14650.9744	13387.75924	17020.65744	17392.53627	40726.60103	31549.49394	26491.38091	22473.04573	20811.72462	15939.44722	19927.57498	19031.8919	23589.03377	21847.32705	21804.60573	23129.69985	25143.20645	13680.05575	26399.14848	17071.85019	20283.46378	17008.69877	17042.8641	11741.04101	26011.68827	27205.46755	15387.68847	12630.87929	23124.33959	26080.97584	22227.68362	20217.39349	19683.98042
270.2558_3.69	10099.95873	9246.188626	7464.895238	6103.222006	6313.026697	5585.40007	7056.645481	10129.63297	6741.806739	8438.930743	6525.512986	7582.088626	6017.852522	7982.507825	5724.997399	10094.5285	10762.68253	6684.511305	12410.5042	9488.645439	9383.991795	8684.366317	14475.33412	8140.662341	8716.689109	6340.705859	9976.667262	7151.958935	6177.496101	9048.029352	11138.32549	9012.964277	9582.921679	9650.359364	9172.729509	14779.10204	6988.325819	12279.41446	8619.111421	10007.09144	13581.70018	7343.062695	4912.615899	6939.445166	6500.88019	11827.20182	9341.411639	13495.40053	6439.13068	8520.701096	12150.30025	6513.986925	9348.150286	8804.391341	8001.088692	12108.69673	7255.558087	11662.63957	8257.169123	9234.257042	8644.035806	10164.28782	7088.756009	9836.068329	11103.96407	10977.21368	7278.451158	10909.04802	8600.790119	6335.588266	9616.473616	9813.850896	8618.126738	8919.473887	10564.93653	8343.629628	6606.81579	6869.272429	7851.920224	6548.731168	14521.39731	7624.025984	7361.144873	8110.143809	12098.69544	9822.382219	7429.767904	8906.523067	8859.94175	7696.130845	10142.49854	10717.23409	7977.161752	9054.972965	8897.584798	6860.031842	6301.14308	7740.311402	9285.054294	8869.197783	8089.508171	11801.5024	6977.177002	10529.16877	12307.19862	7022.84933	9340.406767	4554.164531	9829.194147	6709.277265
710.6212_12.2	18865.93986	15959.08892	11818.27494	22336.43906	13501.77217	14426.1351	18623.70287	16493.93886	16210.85805	13937.35068	20997.18013	16643.21595	20755.74652	17493.90237	17305.89786	13289.50845	15274.01619	14895.41582	19846.87587	15529.8746	17247.40437	17656.5199	19851.04939	15802.92007	12104.96707	10078.54055	14617.14654	12194.35918	10651.54682	12036.53014	17222.19679	13726.38749	15634.18727	14285.06185	10596.67826	14434.14916	16304.79954	14628.9455	14800.60351	15448.91274	13930.41146	14516.88891	17701.21796	18152.21018	12671.11771	12576.11506	14646.22481	18283.96814	14658.27321	16867.71795	16961.52131	11264.52943	13663.20856	14853.78296	22667.87608	20119.48829	16157.33051	12272.72095	16123.25782	16211.47565	17860.5215	12864.85174	13942.58345	15519.55266	16132.49617	21425.32035	20761.14015	17662.03264	14743.89641	23074.71392	19580.25405	16486.78548	17278.18299	15376.22035	11819.74356	11486.10328	21968.95511	20585.02527	16485.58672	17081.1078	17429.32885	11564.48474	12457.38741	13658.7624	17764.64766	11711.91605	14239.60516	18737.02363	22308.8508	13943.8631	15543.70997	16588.24531	13532.61622	14599.74283	17122.66599	11262.85498	12712.22151	15311.06754	12413.55747	12961.60512	13425.8096	13727.56217	15601.57592	18530.91322	14983.21222	11783.34803	12274.17642	11775.02706	8670.937529	12548.71258
