Mass_RT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
787.6094_11.57	45863.97666	32363.96314	66912.04956	51800.46373	33098.74507	48888.33028	70220.27639	81451.42689	70719.83765	115770.0483	90008.96285	112655.8799	56299.99068	107903.1545	30568.0168	75428.29333	56049.80663	58656.56808	72918.18891	60510.76935	44609.47346	76040.40574	52529.18254	45773.4866	46751.9545	78330.65379	68996.66736	24781.88744	115949.5266	68253.84834	41179.5903	67500.54334	108551.369	53741.52308	81070.93066	93395.08143	45705.84826	61864.94331	69746.17649	64641.03139	41054.21618	45565.6039	79568.89565	71280.09548	56314.62348	94105.44231	68014.7466	78503.86334	120301.4972	38442.37487	28140.90559	76515.66443	55385.47512	119375.98	87738.58129	94813.085	81048.99956	87428.71109	58028.46934	54251.91784	28940.06292	51232.22759	45349.72429	58056.52008	115425.3919	111977.1006	95180.78106	62488.68451	126011.4018	42762.60697	68353.93064	40923.93577	69999.97578	75424.45216	45757.51086	78820.68819	138065.1703	61460.40424	107685.3179	60020.38493	42652.94434	51786.69237	42963.62292	51618.25592	64514.13564	55933.73454	107892.6698	72587.20636	59064.03188	38338.95841	60909.17529	52585.1957	44846.52797	33804.74962	33803.79009	77316.03346	34944.10156	53411.65616	39521.13351	79274.14869	67334.93283	124768.5543	62872.10299	58084.46725	68036.32412	56311.2189	59708.07846	45077.50083	29397.44001	49512.09517
789.5683_8.17	2829.512825	2603.284659	2624.292991	3047.698815	2902.195745	2162.813724	2926.341965	3735.535057	3816.82792	3665.592037	7264.284641	4032.708573	2193.068845	2145.451077	1694.376723	1940.744317	3686.04753	4062.184621	5453.614175	2698.239708	2624.101183	3716.950749	3241.492384	1787.049291	1851.386253	5754.779677	2500.621883	1246.068646	3606.331783	2614.324646	3701.388453	3722.919001	1880.885418	2195.457927	3751.828948	4312.935409	2158.259468	3422.288584	2315.202323	7985.32064	2716.029839	2675.809641	7141.475772	3037.21813	4788.024756	4889.491106	4380.428164	4315.790021	3046.98429	3047.85621	2209.321197	2327.756989	6141.37582	3461.521007	4446.500777	2414.860235	2900.0922	3680.145435	2239.191128	3927.248572	1171.541126	3665.084918	4146.478352	2779.948841	4246.529878	5764.232229	2270.075195	5198.437537	4671.194208	1625.79978	1906.469699	2933.600578	5709.55825	4717.796037	2922.898654	2898.155499	3924.041675	3748.65006	5014.911226	4068.299534	3247.094405	3655.543618	2180.576971	3661.111014	2824.825014	2968.132385	3212.032905	4181.491069	3499.623174	1802.353114	4536.615282	2871.919193	3882.358632	2866.574116	1716.897566	2847.022345	2970.367432	2318.272208	2859.290489	3384.083739	2600.605565	4673.368837	3227.058179	5829.136098	3395.087345	2397.539326	1706.743548	2352.712263	1249.74684	3714.871988
791.5817_8.51	3768.583054	4166.213666	2956.301015	3686.732438	2787.006767	2629.392098	4177.627103	4617.492956	5082.938356	3838.335822	10789.54022	5592.918817	2498.464875	2777.354551	1863.376439	2055.825277	3384.896321	3968.974033	5022.778225	4123.152068	4497.44377	6750.00505	3712.715404	2683.903842	2028.896869	5321.184977	2434.839154	1354.226976	3454.335294	3364.041731	5312.696912	3200.349527	1701.56326	2667.224587	4173.733789	5443.301129	1649.774915	6640.606719	2740.958084	12973.34544	3613.443821	3755.751566	7463.719629	3874.239628	7812.469309	4460.171818	6762.093887	4823.264357	4740.050722	2980.94089	2788.316597	2733.594625	6578.764653	3302.516379	4741.549572	2964.640404	4079.647061	6118.558772	2522.817308	4674.447795	1130.719404	3022.194214	3977.846331	3037.451183	5560.732967	8328.467889	2138.246559	6614.598582	5962.396223	2082.016357	2435.624876	3245.594154	7955.349235	6385.409075	4332.622249	3838.819599	5390.948959	9679.326037	5952.717328	5620.718451	3865.518149	4435.065516	2891.274	4679.433433	2523.76347	3504.348352	4851.585812	4936.534101	5557.088922	2389.459847	5120.404743	3042.862435	3554.06481	2818.646349	1796.806362	3422.841767	3546.608048	2781.391864	3858.791505	5292.964952	3976.801422	5585.451802	3494.086658	6079.204467	4931.66632	2269.956897	1964.757937	2557.963479	2031.358201	4309.576627
791.7003_13.15	1996.494751	968.3669393	1962.256063	1991.059634	1439.547502	11786.55817	5976.786856	1188.37872	1213.699534	13520.4933	6671.189989	2858.813495	3843.480516	3909.975892	2840.577794	3576.426928	3340.43218	2943.833317	6735.736031	2486.889915	1975.004311	4828.443862	1433.882264	807.361939	1684.51689	5153.398076	2419.317616	1498.850387	1203.178573	3855.488018	6294.562193	4218.343751	4025.234815	1018.117258	1382.336415	1288.684421	1377.543246	14910.8137	5960.838631	1979.036612	1153.35485	1281.995436	2596.126962	4635.216059	1395.936063	5408.621573	1244.075409	3269.705657	13777.3813	1398.57044	1214.029465	12631.04114	1292.948951	8244.6381	5872.948491	9461.355973	1740.215962	4292.123622	2722.111231	1516.743051	1710.324406	1092.453255	1323.547166	6125.685204	6072.460825	1178.946104	2562.952759	2415.100165	2450.951571	2698.857389	6448.561479	1830.656474	1683.825898	8763.045878	2338.891665	5175.21151	14204.1803	847.6881181	2941.724205	1570.282881	1661.682461	1580.614893	1800.159173	1305.93133	4299.203213	2489.940188	13118.43841	2466.291064	1279.146086	1689.623138	1290.949545	1829.426365	1226.127184	1204.100777	1932.780548	11199.36941	1041.378069	2164.822419	1338.392199	4350.163354	3428.927934	3985.930626	11494.77611	980.1396662	1343.512591	1384.730784	1778.735195	4348.829247	1989.349161	1017.574591
793.5973_9.15	30151.03023	25527.7176	23821.22308	23311.35488	22936.6853	23813.4364	23959.71163	23731.68927	35812.22422	28077.79472	48728.90334	29432.21958	18887.38026	20067.57792	15545.37617	14622.81729	26832.09335	39112.2433	24960.44506	27442.62338	27162.62669	34263.97836	33950.47808	22003.65684	21581.82772	35414.81435	28161.2165	14341.69469	49301.26201	32144.68502	26844.78756	28646.44869	28176.68666	28792.18999	29595.13153	43337.28984	21208.33458	31986.62802	19024.9316	51502.03313	27206.82161	28498.3005	46143.99762	24988.67	30661.90572	23874.1512	36969.72799	32828.00964	43310.42979	24995.76351	30015.90665	21469.72635	26241.15956	32723.52577	29296.60564	23421.70886	34748.91894	35716.05484	21177.94085	34935.87532	16619.68643	17110.34312	22442.40353	20939.24612	26273.94225	39643.55348	19166.17176	34256.45025	30876.48784	21621.08669	24250.80204	22886.42379	41159.06097	36181.87064	22690.92986	30086.65569	33942.6188	26011.83736	35241.28958	33996.31564	27013.2561	24835.59446	28127.17854	29185.58136	23803.44354	23728.78412	35033.65206	34941.06699	26160.02691	22733.71628	30719.1179	24754.92146	27609.37631	24997.45278	20432.65767	22128.70899	26257.56856	15466.70296	24335.80013	35558.05176	26608.48162	36278.14566	19050.02033	44583.59622	22888.9475	23738.37948	13775.95706	16962.91145	17328.37538	30522.71743
793.5975_11	3345.578834	2809.627733	3798.3116	3144.987143	2404.554182	3113.575521	3526.482518	2920.268486	4569.605629	3937.228509	6590.179982	3044.496287	3044.036912	2079.516011	1677.41664	1884.153848	4176.489543	5165.048424	4048.924695	3337.120569	2733.946966	3195.376109	5023.046082	2242.293343	2555.308397	7520.854255	4315.927018	1777.321812	6508.850816	3797.290998	4997.442799	4314.848388	3582.38425	3620.09982	4195.105059	4804.065267	3096.002997	2605.766624	2831.906682	5904.816671	3457.285789	3598.347156	9406.145393	3162.032145	4202.038363	3745.303985	5075.968759	3436.185878	5584.350063	3842.239983	3400.663287	2598.18501	5812.443909	6153.275542	3914.916553	3304.289455	3823.846095	4704.553011	3134.188822	5233.605243	1787.779922	3285.220261	3396.353619	4682.701183	3147.110726	4595.388803	2949.879187	6192.833635	4427.66329	2355.552259	3655.391649	3885.745994	5955.350556	5370.311487	3306.214437	3999.618619	3419.318883	2617.147448	6760.975998	4587.951384	5211.583562	4009.875743	3240.398121	3362.562937	3167.566751	3460.905574	4285.178224	5656.182129	2564.347728	2924.722729	3510.992201	3008.190389	4462.606034	3165.996093	2592.728127	3281.481675	3236.86327	2285.293753	3252.447725	4728.724216	2917.159436	5309.731622	3268.049393	8209.296867	2712.098175	3227.984158	1604.340386	2734.357888	1500.872461	4888.088866
795.6141_11.36	12388.63825	9774.330946	14603.97374	9725.460364	8444.7159	10226.12683	11489.60452	9789.076195	12392.11075	12375.25079	17132.35979	9432.202469	11097.41317	7380.046097	7377.120976	7397.157997	13695.52798	12425.50073	11027.77468	14192.51363	12345.30725	14582.62055	13654.23562	8316.220385	9418.661262	19080.54896	11343.81391	6718.994334	18169.04725	11951.69647	15656.63558	12454.91159	11178.01987	13258.83589	12222.10814	14610.81739	9056.388933	11778.49869	9920.573591	17345.9293	12579.83679	14396.56851	19795.12315	10723.70047	10659.3188	10135.65538	17578.29967	11373.56068	17605.58958	13332.07792	10885.45765	10078.62729	11413.62124	16003.97066	11089.69966	10612.0688	17212.24294	14613.21393	12733.42383	14447.56546	6806.461677	8027.905879	8873.583969	11222.05757	9055.117847	14584.17075	8383.968137	14030.7041	15570.293	8814.078378	16220.21223	11709.8647	17473.04815	22463.00878	12651.14747	14108.01844	12886.31021	8287.519787	17025.5122	16290.76401	15217.24242	10562.28802	12735.79722	13963.6177	11200.96551	11937.73659	17924.16349	18394.47484	9783.29393	10736.29764	9385.428647	8524.660573	13924.83828	9198.355352	8705.578732	10749.40691	12449.77595	8883.080655	12302.4786	16393.52327	10837.45431	14908.6229	9552.433398	19758.93263	11973.918	11974.07238	7123.426029	8178.278501	8118.755577	13524.38951
798.6603_11.91	8861.860991	7230.58644	10404.8902	10641.48184	8091.847369	8665.873771	17088.23193	15982.89757	12157.65181	13210.84111	13200.06853	11847.21228	11835.17316	8239.984207	7997.580934	9347.467204	10075.96452	10690.94462	13098.69446	13466.26897	9150.205308	13034.4724	10230.47814	7639.34141	9497.009893	14208.88377	10492.21248	5837.695426	13371.47884	11263.36175	11067.97547	12223.98019	11285.65612	12187.26213	15054.40787	13751.19769	10385.37251	9691.929569	11513.6281	14548.89564	10337.3123	11662.08342	22214.75717	9945.500334	9452.992996	8970.210162	14069.00174	8331.066491	15340.67224	11621.57491	8278.066492	10611.71137	10941.86418	12109.99015	13530.12151	11260.18222	13464.53261	14983.89483	15514.70212	14949.51638	7879.628797	10726.08282	12361.48007	12604.33858	10946.40231	21640.77364	9491.008224	11470.75303	18625.76533	11605.2571	14674.75943	15156.77489	18810.14509	14487.07729	9739.345689	13738.65742	15454.57561	13318.50154	17325.74886	15486.82176	12942.8474	12448.76042	11008.50639	14832.66608	12912.43448	12130.74175	16209.26493	17026.4223	11027.89147	11269.19494	13193.13474	11681.20711	13656.63602	9395.445639	10860.42389	8103.48963	12690.69096	11444.8731	10500.40673	13238.70289	11427.15492	12158.76116	12820.26181	15780.81496	12148.88577	11602.8062	10676.01317	10502.85697	6490.507283	11683.20958
799.6087_11.33	1584.502233	1138.224266	1533.397451	1646.068136	1660.043126	1607.184999	2021.393243	1946.845658	1158.324579	2258.405878	2696.756621	2530.051013	1663.057025	1870.62595	1375.484221	1875.301467	1901.329915	1172.700348	2851.439008	1704.145589	1380.550054	1739.310968	1337.51246	1297.003803	1954.983871	2280.088766	1900.816555	608.6552354	2299.865502	1544.889832	1450.529731	2444.702128	2075.949269	1580.816206	1380.140737	2467.023512	1293.0898	1699.996556	1944.911604	1558.045074	1597.009546	1649.185274	1991.252664	1592.151543	1583.874644	2431.330665	2391.494785	2001.571353	2382.343284	1835.648856	1282.304018	1567.016805	1470.163389	2277.129502	2695.103679	1643.382899	1769.173764	2192.712891	2077.719721	1827.810311	1009.248341	1253.270568	1718.601319	2007.800632	2835.321838	2715.175253	1358.047882	1648.465131	2871.278343	1822.192824	2577.887327	1607.751647	2441.74238	3219.333899	1166.03465	2627.596519	2712.81313	1425.126573	2036.647453	1625.429086	1494.556283	1156.895377	1295.339345	1852.342679	2032.432054	1821.358837	2081.423795	1841.058507	1541.829768	1739.963628	1854.519465	1434.558598	1273.158226	807.6208525	1328.166041	1687.250336	1750.834087	1830.653583	1682.098509	2171.617188	1829.18432	2168.385988	1530.331289	2121.435939	1567.974532	2026.295014	1586.693004	1691.429932	1208.401101	1699.162176
800.6769_12.29	13539.36114	11029.19904	16088.31426	19240.71988	11611.25881	15373.01868	26901.65537	21889.63794	19460.988	19332.55963	22792.1393	15786.58755	16557.54869	11010.09606	11226.88813	16731.43299	17912.79046	13646.17938	21114.25152	17546.35686	15785.95342	24001.74171	14666.38908	13056.90708	15096.48461	19446.64952	19329.9107	8579.807622	19363.73427	18223.24325	17987.30767	14669.39783	19953.74562	18178.47813	26732.48962	17958.98178	13980.19063	15545.90351	16151.7486	24923.86608	17682.71837	16583.61208	30715.06208	15620.36351	15545.59652	16507.77024	22319.67165	12628.39571	24402.68082	20705.7268	11267.70168	17308.48876	18035.8993	18703.71996	18708.75352	15243.28967	16887.95782	18653.97007	19319.92043	16537.76216	8870.454485	13714.4524	14493.09353	18806.81013	13647.7851	26304.5003	12481.51332	16980.32451	15270.39742	14940.70478	19659.42609	20408.49096	22793.52147	22695.64733	14411.04364	16535.41261	17183.17709	17060.39195	24673.58414	26461.78964	17627.18143	19501.19201	15924.87628	18704.40162	15752.29764	18502.37777	23116.31083	19178.36944	15769.09503	16303.6418	15077.76351	15841.85269	14915.85423	11203.3055	13702.2693	12250.53204	15713.00048	14375.52319	12327.8752	18119.09009	16619.39852	15195.45117	18090.82592	20120.88899	18843.5919	13974.84654	15916.8262	17634.6775	7417.536254	13524.64418
805.5606_6.81	6691.716856	6305.789461	8269.187365	9024.207462	8983.334526	13720.48397	12725.93031	13310.36508	3973.715967	13541.5196	14136.89065	10018.03788	7789.452703	6823.727261	5096.912921	6134.16065	8422.751299	5101.648529	9488.432842	6209.580455	7647.970611	7818.39282	5810.257314	4146.102351	7876.404502	9372.972832	11690.94494	2547.465261	14934.30476	7862.516427	6127.958306	11595.1796	9115.063405	5116.406304	6830.839287	12256.30886	6309.016734	3904.621299	8318.818222	7479.164226	7426.348058	7004.028002	11011.16154	8885.09645	7703.580278	8180.2961	10759.66179	8222.216441	15926.62185	9993.746944	6680.582156	10415.29962	6393.60612	14107.85425	11673.42845	9589.30267	8278.655225	13097.03853	9045.728532	11321.25163	4942.304947	5955.718456	9040.506736	10485.24206	11177.56921	12767.12576	7429.733735	12024.60215	16800.03194	7738.067004	10759.6269	7378.997828	9458.523842	13562.13941	6255.476053	12816.54271	14667.10456	5854.590022	11465.01192	5829.954652	7930.996115	7624.734915	6647.545614	7242.685173	7743.002569	7763.134364	11696.48003	11052.11704	7615.468314	8411.504427	8706.073049	6811.698917	4409.462496	3947.18495	4887.919836	7960.25433	6180.869445	7022.845229	8241.9418	10666.81683	8333.228356	9819.136361	6201.672353	11265.35068	5775.022694	11010.38111	6179.532857	6649.25051	2494.563146	6782.811947
805.5623_7.4	84573.18577	77457.27513	71573.36306	123580.0611	95963.28724	107218.0702	87949.19053	115655.3626	126506.2218	145408.8406	160518.7851	171253.4722	53755.44527	79506.47184	69130.97392	48124.0508	105476.1747	190998.3572	130562.2801	103653.2187	81609.67683	153742.1164	108287.9763	54995.57582	35953.53419	169403.0982	66932.58874	37700.84933	105095.6016	93186.19215	98004.16586	138336.981	47434.85559	46710.88938	166753.037	180933.116	62580.51395	216164.6139	63802.99755	344749.5542	60290.22069	121757.8982	199013.9064	110683.9745	120631.828	130737.8382	174924.427	109064.1705	62908.99404	94557.76578	55055.1847	87104.7119	145642.9586	76063.46274	164420.7821	58378.45729	104133.7791	96603.55266	41628.28919	132847.6961	43156.76705	95810.68894	173218.4916	89770.95167	160423.1618	164053.2117	97897.31955	149034.5236	146837.1463	74478.62811	52902.11033	117113.2404	198710.1242	106419.8756	82996.85813	116917.1324	240746.6898	138347.2528	120206.9163	122133.4087	54208.58758	100750.819	94316.11938	154088.2741	105801.9939	92918.05526	166491.949	253964.0569	146907.3846	59848.71766	115489.7393	126071.9245	155520.0239	103842.2164	44596.79766	69190.23758	110410.117	99714.13051	105390.2149	111152.3477	99992.52706	166927.6269	122395.8094	121120.4949	137800.2947	73005.81928	61637.49329	116155.7289	35296.4379	128130.529
805.5715_1.12	931.5857131	687.0253858	847.0215497	800.6329931	941.4863071	874.0572663	766.8959745	923.875629	744.5289085	737.9928821	760.6279955	824.9004003	1222.784357	821.0306803	690.1465781	843.5024167	792.7599821	1040.496408	800.4741002	813.1451629	1043.568573	829.0177667	1014.209406	885.6651716	811.1023891	965.9822923	750.0374763	773.8303938	1162.177161	732.9079613	941.5456189	1031.432428	1049.990293	851.9955366	812.7565154	1341.106671	882.4258838	1438.389004	958.2201655	668.5576357	682.9861424	845.2619029	870.9250292	699.9048385	767.1337757	680.6877252	872.1195954	805.7401231	919.850676	1020.29447	822.8209499	937.2525619	996.4045066	900.8848529	967.9173948	914.6781245	939.5644324	887.4203532	894.1012243	764.1420735	850.9531238	750.7776993	925.1826847	746.8834302	954.669578	792.1057542	830.9863282	819.2794093	693.3851362	954.3679934	735.4630266	902.4890393	937.2909307	954.4287703	788.2988878	808.2427064	785.1710312	898.0782777	854.9231449	1099.155433	878.0210986	880.8160765	981.6728081	960.4587886	1133.641548	720.2152154	851.9659341	987.6912199	876.8658817	972.8294008	809.3263834	914.2212286	968.5888049	972.1616035	773.9091534	823.9791023	890.4078407	1049.986811	1272.834035	883.9157478	947.8467568	965.3582282	801.54949	972.0215421	843.9647309	817.1704868	852.4652304	815.8799625	847.8308743	916.9822204
807.577_8.46	10276.09048	13187.30435	20267.10129	20028.69557	10579.61457	27786.82915	20876.06709	36406.10251	16860.45603	29464.36474	34726.14921	30372.52476	15624.79304	15223.9562	10280.79457	11584.72312	19198.21991	15488.3791	15634.6401	19233.51505	12525.1772	24132.55705	17550.27656	8201.03032	10006.33997	28771.11921	25244.2702	9641.55278	31249.75214	19840.44891	15983.49654	22420.7146	23281.1488	10734.22687	27421.03347	26767.673	10521.87087	24959.80193	23773.86492	28885.54723	11810.11958	14830.5142	34526.20575	19378.49561	21141.31418	17023.72914	35069.77236	13488.37355	36069.15571	15759.14043	9032.442946	12378.97375	14541.04516	34172.0414	20711.10951	12556.5618	12397.53271	25441.54427	8226.418558	12703.34132	4451.302118	10750.06513	20117.96885	11048.32791	15110.99511	24411.26695	10405.62868	17682.76832	16707.97833	4961.204343	14489.47978	5411.425788	18875.77043	9523.59496	3789.359934	15025.07218	17451.28481	13456.90378	14747.92193	8191.149098	6864.073515	11734.67596	7079.024908	10240.95109	10452.49247	7904.784409	21728.7586	13151.24162	9304.96868	14302.73448	7188.9999	11109.36432	7669.489848	3352.095901	5585.172546	11987.02182	6162.681044	15407.56336	7844.672531	13726.80859	10490.21866	28010.50433	11721.85196	5386.967504	10111.95504	14600.62151	3663.717298	9646.722084	3052.089441	9225.678558
807.5775_7.92	48892.25931	44260.93738	48628.95361	62771.31288	49268.10938	80870.06382	82113.87505	108679.9863	52761.48697	93620.74169	93477.05727	79695.75141	45434.97341	46519.77235	33124.65275	38565.40032	57017.02896	64476.83663	52830.38748	64451.05311	48059.69386	80902.20939	58300.44179	31662.17671	39025.87104	80961.66796	76983.45853	23076.63947	149602.4768	69576.19484	45094.61862	67101.64559	76404.81193	42403.40201	69473.67078	101947.6225	53498.62322	83934.17052	54141.47971	103049.9671	44295.15847	70016.53977	101042.2867	59462.80553	48033.26893	56364.92525	94660.47472	60595.34526	114690.4671	65596.43813	39872.63631	58831.74782	54451.12727	93684.00873	84510.13728	56266.19111	64125.27779	74272.92299	55990.77062	73954.10982	29763.22344	38011.87314	63979.17046	67266.76673	77478.58012	95614.5367	59972.39462	78221.80213	91178.95216	48059.11756	60785.04417	50234.90458	80380.73261	64893.68222	40534.86491	82954.85201	111102.5966	48904.83338	85098.0853	45994.02207	47363.55894	58449.15454	57903.82152	71453.65337	52488.78112	58513.2835	93905.12599	116422.5909	54671.81963	62310.60413	60769.27284	57164.49394	58311.91761	48405.16768	35775.25425	44336.39472	43212.45309	42856.38232	59178.20699	78646.81448	64437.92899	77874.43025	46204.89862	68883.7687	51060.1704	72595.64855	38807.70422	46717.25646	15987.97745	57432.32245
809.592_8.74	10799.0388	10368.27878	15462.99634	12797.8121	10261.63844	13424.94199	16544.73958	19601.01862	15612.70435	29240.8038	23028.47306	21748.3055	12563.05263	15318.26587	7656.253891	11445.17936	17390.50652	11792.29263	18328.28942	14782.15308	10546.98895	18578.31918	17786.12612	9565.910378	11657.61094	17065.54012	16150.56872	7441.112344	31497.32897	15953.98992	12481.59804	18537.49862	21211.10535	11661.45509	12699.65775	25671.27655	10786.4945	17070.7592	12174.91681	19910.60806	9902.983296	10689.75671	21180.11037	13465.38172	11705.20515	14332.0082	19223.43094	15533.83873	20828.92354	12970.45135	8730.709359	9759.793985	11709.30174	18956.24425	21307.412	14822.4164	15972.21488	20224.77728	14280.73186	17784.8514	6725.918092	12565.4392	12592.44579	18708.89592	22019.47722	22234.21483	13703.07334	18955.61383	28934.87929	11453.29989	13998.18847	12251.65085	22519.88078	19637.11462	12173.49777	21645.84812	29178.42665	12518.72277	22412.60472	14892.73318	11108.19105	13364.27019	14857.41415	12945.27249	17397.10815	14605.32901	22500.64856	20362.90353	13786.69694	16449.31307	17442.42303	16287.11363	11213.52841	10070.69557	10934.75414	12923.07726	8967.748649	10508.58849	15118.39033	19016.61259	14089.16673	26160.87692	12656.25276	19489.80712	16140.61907	24869.25753	12171.66503	10441.65587	6353.933682	14658.96109
809.5932_9.75	129011.8997	139629.3564	177719.8382	181389.4771	140681.369	308425.8211	217899.4094	141771.1948	154703.5854	231207.4536	324981.7754	189530.0099	131347.5769	108083.4933	99242.22777	84421.21186	202147.6859	195851.327	133194.022	171574.8428	163201.1918	193019.8083	170709.8557	115546.914	118455.9221	312599.4794	305952.0605	82400.54405	450529.3775	242958.9999	189973.2934	246980.7644	200641.5223	128896.681	275138.3748	284698.3573	167040.9055	131626.3464	196127.1095	369804.6197	146905.5532	224212.1612	314989.4022	224135.8969	144490.3529	135382.9897	270483.7985	206631.861	359723.4674	204451.8282	116312.4349	191621.7909	139875.0396	311604.0085	197270.5469	207069.8897	227735.466	253987.9896	124300.0487	189937.3353	75509.16638	124519.2515	172210.9402	244505.1006	189234.7241	261984.0502	178985.8661	228088.2247	225412.4568	145343.5294	249910.843	197272.8813	324866.6965	200111.2368	118068.2097	286139.4272	303811.5837	104586.2784	305708.2212	184428.2872	165709.8949	236628.4663	221555.7422	154073.3922	243511.776	184233.8525	443695.7936	369157.8645	166339.5179	179816.6032	138339.2445	172534.4774	220357.8889	154013.2227	109636.0316	157944.9038	146388.7462	127485.9649	160079.9141	277607.1537	187137.8692	270822.8415	120327.9518	248248.0787	108009.7998	169218.738	98345.61841	219859.8627	70754.54427	217962.7201
810.6603_11.58	34723.70413	20927.1966	26307.69347	33870.57493	30338.67868	18953.03887	34934.4347	36961.39044	34164.94568	41714.29965	34452.02486	38576.44476	28754.91481	29699.63994	23437.84752	24158.73227	30791.35351	49177.77849	35332.22492	42606.37535	25995.75909	39682.3407	40554.17939	26109.06035	24388.06926	35683.8204	28089.96038	22396.14826	46954.07685	32314.30437	28347.8524	40937.70934	28042.65677	31384.54951	39059.5721	35889.07873	31639.9291	28084.85436	25887.6107	49697.75823	26867.03369	39780.60522	57968.31748	25447.52712	31287.6363	22199.2831	30603.42056	31859.91019	32744.34903	34874.511	25901.33456	31014.35676	27880.78294	34659.44636	42659.71	28258.60901	40213.38307	42193.98084	27912.24835	42501.58473	19696.01565	20957.77822	34727.24842	33013.38316	33760.70938	54051.58157	23840.46985	29353.24607	53116.64252	30631.17003	33894.9079	37177.32234	50536.15304	37012.71952	21251.87431	33701.43664	45991.43241	36447.74411	48362.24818	34270.76915	27610.65539	32549.59816	33538.40923	40265.81718	32628.4247	25973.50634	44452.62292	54251.06093	29588.85319	29301.39251	33582.49813	29401.03986	38946.71574	42286.69876	30557.1237	17860.03977	41678.38399	20983.74083	30818.53747	30205.09148	22927.52334	37197.17663	28877.87933	48117.69342	20825.77052	24083.62182	21510.80443	20948.14919	18093.38212	29208.07702
811.6082_10.86	43870.70799	43256.10517	102585.1738	71801.13395	42103.27101	124127.6977	104725.7541	89788.79674	90689.63188	193805.9847	89316.01571	96912.57981	87801.6051	104943.6063	45930.07379	81576.96325	105198.3162	48793.09534	78029.00079	90038.58568	66490.91491	116024.7962	79717.88946	57273.88148	64190.75183	115503.0287	95550.91452	43844.41851	135151.8094	97663.20885	87222.51433	98041.9576	145204.8825	59286.44644	64166.02591	104637.1118	40400.96473	77876.95461	99371.26329	75355.2137	39456.17513	44958.76819	98015.52061	114573.1035	48182.40365	91820.88252	107459.8928	76957.29769	148002.389	59152.5288	24662.72711	64984.8264	48100.06526	119235.1916	111270.391	95387.00111	81596.64022	99638.67581	80794.69973	50278.96045	26757.28525	76662.60652	42723.87664	120777.083	111312.2215	94346.89723	80522.27162	72698.03371	139201.1665	62053.66884	81951.01106	61724.61955	113143.0089	79858.65724	53788.17023	125733.1753	139767.2773	25854.63554	140001.644	88013.68478	52175.67794	57452.62698	76172.74024	45883.28411	106551.6828	73108.70601	176858.4255	76243.77591	64424.98451	90196.64848	60865.0066	83257.82912	41178.76633	31703.05795	50746.24262	81847.03543	23954.232	59585.30014	62481.98056	101259.0645	83547.8673	186112.0797	62934.72784	68335.24622	77499.66214	96957.48492	70602.91917	72930.50762	37155.16105	71062.10051
812.6781_12.04	82519.39576	55150.84768	69773.03696	82794.09602	66718.44226	54729.90846	87357.24091	92100.81458	92488.72051	91666.00825	95183.84413	88654.01577	66400.22119	66226.80514	54856.48764	58146.45812	85209.37285	115390.9946	84630.23498	87445.46933	68577.58119	110191.7688	109880.3396	66308.35239	58957.55803	85025.96208	82197.40864	52681.78901	114478.4273	81583.6778	79107.0249	82018.78934	76302.54461	74245.57557	111714.9273	87353.06648	71222.17993	96308.15696	57945.65458	144214.5344	79548.24479	92827.45976	139166.9734	65305.91	83760.21762	62423.82604	84466.96263	78407.08462	79418.74154	86223.09089	63389.09867	78691.37249	81949.70861	82402.39919	92046.46697	64892.74017	95179.56163	87048.79579	68564.34524	90119.0642	45012.56907	63267.60651	75274.78971	77122.18338	68995.23869	130552.3227	58736.58286	77469.32198	101708.4914	71926.3594	75778.17452	89754.27735	117948.8483	95424.04215	59854.59942	81815.9964	93670.11007	96306.77001	112632.4158	106787.5611	69647.49687	87514.94396	83568.52242	96820.41741	73322.75615	73891.29785	110767.5351	125041.4363	78775.25194	71907.88464	74930.38926	75041.51662	88256.24552	115164.3709	79027.51641	52203.28118	91693.16884	51716.16848	71276.51143	75686.92657	57503.52883	84289.24243	78187.6801	114988.3181	73982.90344	61273.61554	56677.32198	60513.57461	38800.14663	65891.44046
