Mass_RT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
667.6263_15.25	30490.73694	20637.829	32082.05182	34481.02824	22980.41095	27881.02731	48046.8301	51963.08046	38423.71629	57625.4875	53261.59811	56345.06031	32235.92374	39555.82819	21533.63807	28279.60226	35994.33676	50399.55554	40468.47496	42308.19124	32004.20459	57466.56369	43883.36332	23749.85032	23134.57646	49661.96685	41471.09869	13258.77933	58487.39296	38404.45896	35213.82354	34660.23481	49265.18719	26357.02114	49238.11004	61231.68618	29835.23077	44349.35635	23767.72038	67115.60107	26260.56877	34472.69849	65327.5188	26711.98667	35769.36756	30997.09266	41203.51601	36165.39796	61700.4888	27526.25987	24312.51731	35997.10194	33993.64852	49007.12234	38682.88495	37873.33517	34992.41813	36886.15404	32920.29524	41576.12763	18841.97446	25913.05355	33752.51899	34216.10905	44013.38811	55027.16569	31073.94695	34242.54776	73638.86827	27651.01502	37118.79559	31778.16536	52299.53948	47510.00523	30152.65882	57174.18485	68674.83176	35006.36705	57238.92297	38812.15499	26524.98371	45083.69936	28706.81988	35502.19775	32562.74746	34297.60147	69111.88639	66377.57507	39297.90811	27720.45354	50361.74119	28901.42872	48999.02376	35060.42759	27518.86634	21487.91146	39264.42119	19916.93958	28770.87283	37441.87561	30772.87527	49218.48064	27149.44225	46467.51781	38950.41501	41584.04279	26349.16046	21156.03728	9282.339665	26020.50853
672.5844_14.23	51707.51284	37204.75363	36267.76577	48259.40765	38897.3876	50134.76777	54503.23381	46131.06011	42719.4112	46141.41503	80201.00621	43612.44353	42372.46142	27592.98589	31642.23413	23953.44338	44176.3962	62351.2486	39696.01939	47727.01902	44665.75289	48002.02574	48167.5021	33251.89827	30127.15979	69526.7933	69417.7095	21932.28294	87471.60428	61447.59492	61888.50777	50973.07351	47902.5965	36860.20864	65488.26347	59504.3599	47380.18991	37197.54317	44436.52794	113137.2834	44270.59168	60878.17591	90914.77574	44487.47917	50354.60504	25214.69715	70440.84743	33218.41293	79922.16421	50144.6125	39252.85462	46853.86507	46293.91088	72295.15059	44833.22754	44990.29652	55268.90384	51538.60909	40903.70627	58525.72471	26570.859	37418.72847	47010.03787	55344.76714	32046.71751	69563.28974	31539.99586	51978.14974	79539.21564	34860.25026	61074.91892	56706.82871	82674.27313	69091.81065	38482.61782	64909.6638	69939.82338	36202.82608	83493.91906	46913.15388	54794.81479	76905.98075	57236.52354	44382.59004	48184.65051	43291.11422	86975.55275	96513.01981	47722.63255	47770.71444	39582.54716	38602.79994	75562.59152	63155.57096	40631.12441	22978.65753	45659.51921	30502.80702	43041.18297	64332.9686	43675.68025	52268.17365	34160.57507	60444.58034	34577.15507	44913.47619	20865.87724	31574.25896	14770.35648	43878.37067
674.5355_5.89	8581.084089	6153.806465	9141.45323	8650.827751	6715.223682	9361.518349	14029.34372	14057.98664	8043.637303	16101.35281	11839.83973	14459.86027	11891.47714	8263.699633	7342.943188	11823.60788	8945.883789	10508.3459	12798.27476	16288.18581	11415.82223	13972.14895	9246.372119	7338.394192	6292.734284	16939.15403	8165.676896	4327.284681	10227.29793	11084.8751	14696.02779	17527.19615	13781.90646	12143.9044	20521.58446	12594.42361	8950.790248	16753.01563	11849.67824	17409.13482	8336.708547	10228.01968	21537.63457	10258.82873	10645.2349	7379.024386	12293.92037	7436.99757	19095.56306	13417.50669	6157.221808	10125.83288	9131.642934	16402.3941	14919.52714	9954.658903	8631.010382	12576.7317	15800.74023	11127.76471	5562.773974	9126.994907	10316.75731	9194.501016	11789.57861	16699.79173	9637.510254	10640.074	19586.35107	7960.591167	21501.1298	9426.252532	19684.16624	15084.41209	11198.21557	12911.9557	15570.10764	11255.98725	16412.53793	12709.19894	12371.70591	11566.80325	9775.432445	12220.30204	12470.37699	12726.76122	20275.78802	15170.24695	9519.547869	8988.574013	11796.93882	8503.078775	9399.348294	7133.833017	7976.836357	7943.399271	9351.742856	9316.835273	9308.279334	12395.06313	10646.25372	8737.970866	11485.84864	13584.52862	11672.30338	11205.14441	9209.177315	8457.787616	4215.784079	7617.664954
676.5758_11.57	982.9664881	520.2187753	1025.942483	1048.570952	1254.405874	3388.526277	2337.650359	956.5004862	1084.475987	2990.764403	1268.741354	1487.002205	779.8325884	2184.513076	1301.439503	1286.57491	1699.586607	695.8610809	861.2848441	1023.899293	1922.514215	3099.024216	816.1676198	639.4315526	758.4292486	1009.699084	1173.530386	1316.263331	1296.159915	2170.507799	884.9242066	737.1111753	976.1568105	897.5589925	1079.771925	917.1263841	736.8106307	1266.735952	1368.825644	951.1339801	1010.816965	924.5412795	1204.298044	1296.740851	870.485368	1890.256355	666.655626	2064.300618	1640.465	1303.185923	743.5425953	1687.925698	1475.136351	841.3800533	2307.800916	1279.423321	1042.206103	1658.462722	976.5765074	853.108308	821.2569072	900.4166286	1086.371876	1743.860733	2155.618497	1598.389577	1728.319165	1333.040561	500.3394246	2296.218232	616.5215728	1586.679435	843.4209446	588.4512282	882.6328092	2016.257488	1576.401744	1105.829577	819.1113714	1072.795972	1009.970004	759.8379995	1695.482034	2145.466753	712.6374604	2088.877148	1831.374636	1662.161488	1475.282385	1716.440448	1008.881721	1206.677053	647.3309499	929.1700586	1001.444605	1743.768207	518.5970435	750.410424	891.5228627	1111.713762	1190.589301	1563.060509	2050.002652	703.9296458	798.3379692	984.3572658	1741.313076	1308.550929	767.350397	1142.444951
684.5257_14.09	1958.620518	1441.719343	2171.432277	2516.284269	1399.640501	2095.468839	4621.726983	7572.227131	3611.756769	3204.243945	3876.545395	2731.581644	4072.125673	2724.911222	1900.516875	2450.965363	2567.57075	1949.030526	2947.385805	3991.466587	2343.735461	2612.787627	2395.243015	2239.378274	2602.20242	3729.668769	3567.543811	1155.964455	6146.761303	2921.10731	2221.667721	2584.942415	4664.330396	2065.882119	2191.788957	3715.142053	1748.381858	1746.397626	4012.12773	3714.449121	2104.40737	1844.617649	5078.658973	4394.189366	2781.173377	2231.607406	3990.298264	2306.497182	6418.702338	2364.828511	1442.985013	2998.754398	2016.87309	5764.797843	3357.459073	3879.49311	3868.614435	3875.066837	3856.829397	2163.13123	1229.643339	3389.455354	1944.396004	3099.779413	1841.19942	3805.47089	3290.213373	2720.050545	9641.958566	1376.734852	4883.65268	2151.130592	4445.175327	3976.957381	2074.146041	2734.374117	3266.499915	2031.492712	6557.536013	2497.314018	2904.855488	3257.58653	1938.490966	1198.226123	2803.920925	2527.293258	3838.725504	1863.841747	3143.280212	2153.918533	2604.088202	3213.228166	2466.08444	1268.166195	1932.608238	2198.440525	1481.996952	2787.341958	2377.692583	4334.777254	3256.217542	4058.895521	2109.467534	2460.394537	2868.684876	3055.745692	2195.237576	1696.916341	1030.260659	2457.46736
688.5507_6.47	5035.466499	3796.933682	5012.881128	5458.711905	4261.110963	4288.634559	7088.527902	6770.533921	5082.18011	7773.902088	6440.834283	7288.55217	5942.352186	4688.367385	4334.031201	6974.597119	6035.667623	6489.262659	7000.159553	9593.559788	5707.115132	7852.877094	5657.229943	4147.89624	4315.358997	9221.441873	4726.451274	2149.25136	6088.082234	6730.085061	6947.219063	8822.147054	7017.788758	6253.719466	11565.20297	7902.917149	5615.941682	7394.061193	6268.605121	10686.45473	4457.808702	6549.129909	11358.74248	4816.874602	6524.293893	5123.608768	7649.032354	4669.812842	9303.077394	7755.885964	3962.621913	5568.042288	5593.21216	8213.782974	7315.27138	5693.115167	5482.050179	6700.204074	7251.699025	7758.176715	3696.692489	4988.521002	6742.879224	6070.723229	6293.842526	8964.443291	5088.104663	4690.039676	9905.405866	5756.112138	10293.42531	5632.780871	10302.97947	8627.806307	5918.927154	7433.740727	9150.494616	6432.301594	9088.377378	7011.722934	6964.189945	5968.215221	5615.755702	8230.879306	6485.472298	5874.853064	8951.178687	11531.14814	5891.759364	5184.672438	7154.532393	4657.112497	6244.816471	5602.23286	4067.314653	4170.5043	6537.526854	5568.348391	5184.485406	6161.348065	5434.196145	5635.764908	5983.325084	9768.256627	6575.967907	5994.821474	4304.897438	5063.572162	2643.253039	4885.563446
689.6123_14.65	30635.00745	22276.24788	26815.69586	27276.46256	23702.17795	29295.91614	33750.16835	34150.57381	30202.48852	31879.60436	26906.83511	26004.937	28869.68748	29411.54389	27076.08594	27275.9581	28559.38519	20796.63748	25492.86162	27845.09252	30221.9405	30494.69731	24124.95655	29246.16769	26499.51581	27918.35503	28263.98542	26378.52514	30982.88449	32457.98903	23149.22426	21519.10282	30894.60925	28903.77396	27251.08796	27213.89768	25155.16249	23405.32195	30821.04445	32317.04139	27903.3858	24734.05472	32791.99558	27378.91621	25859.42094	28041.46701	33621.9321	24276.45415	33132.30567	31792.38161	23790.68645	33781.93419	29556.27064	27755.10827	31797.69501	24479.17315	25811.42087	25648.77821	32339.8733	24915.83894	21466.98041	30263.89449	24348.30885	28980.98092	23462.40356	35026.39352	22443.14534	25988.80145	28169.59558	29880.65495	23087.26333	33363.51029	31618.35687	26505.80283	23843.08816	27675.77748	27645.76961	28081.11131	33005.74016	32071.13818	31417.05934	26748.83872	31023.88279	30142.69003	21073.86012	29476.20361	33769.49108	27917.35061	28570.521	33834.00417	26022.29681	26229.45665	25940.13711	23440.68633	28838.43841	22423.13831	21986.2644	27832.41934	24735.90308	29581.58809	28987.54645	29114.19093	27850.40306	28807.1741	31519.16259	27169.10904	30748.50765	21634.22668	21777.08853	28285.49218
690.5473_15.24	1716.49211	1466.063649	1781.671826	1951.380169	1571.144091	1580.086595	2261.752322	2217.248281	2018.290738	2410.231302	2388.939715	2411.30984	1860.860377	2089.275991	1401.482526	1730.791735	1911.045839	2350.936653	2057.501848	2122.499046	1862.423033	2357.570683	2251.564792	1558.328509	1596.12411	2339.223337	2051.783935	1185.245938	2580.333079	1966.4093	1935.756759	2013.002636	2254.734534	1634.013217	2239.52928	2534.523733	1806.589706	2251.754278	1650.442653	2589.31065	1615.113605	1971.965593	2639.98223	1692.549539	1925.043558	1759.600485	2023.109266	1905.146443	2485.164752	1613.212079	1639.885085	1965.760563	1773.029395	2215.037537	2030.992182	2020.217891	1839.496836	1945.89127	1813.559756	2108.267634	1417.486714	1642.554461	1958.091676	1819.887244	2183.101747	2322.350514	1785.1364	1866.488143	2872.059378	1630.99582	2004.841509	1764.404923	2265.912273	2278.572162	1779.752614	2522.490851	2702.19763	2046.241051	2492.653556	1991.650992	1572.442315	2245.720014	1719.199122	1970.462884	1935.718646	1827.169791	2520.261343	2510.669791	2085.172576	1678.193172	2353.910679	1814.71053	2279.25753	1976.471938	1690.426431	1450.298289	2115.577639	1454.83409	1778.081457	1939.611546	1751.487062	2240.915272	1787.725175	2263.427743	1962.428752	2202.950972	1825.295273	1558.225041	959.5085915	1556.507764
700.5503_6.1	17790.6955	12311.29836	19579.42001	20256.69775	13691.08079	16638.71029	22270.72793	27067.16507	16435.58537	28200.71438	20527.00654	25082.68252	22054.31287	18728.45131	15299.4979	14601.72272	19892.18719	26820.06688	21054.96749	25662.34334	16649.85384	24155.54656	20356.947	12980.5547	15996.36363	28927.81149	14453.45193	11527.41351	22392.64072	21319.71644	20308.95946	26654.21825	20589.27623	18251.35371	27644.679	24721.32051	18287.04014	13996.14752	17434.57412	29251.2395	15923.17227	21444.94069	42230.57061	17769.91951	22402.09495	16120.2814	20381.49667	18732.59414	28067.56334	18957.51905	12565.66168	20229.0801	16151.6315	25466.27291	22735.7563	20207.56913	19600.01454	26891.16263	18757.74807	22821.08654	12565.45488	14920.40411	22254.88317	19428.61497	23146.87	26499.21817	16620.00064	17499.68031	35563.45461	17523.54604	26672.69199	19668.59588	30443.79325	22782.58248	17184.25036	23685.73857	26517.34197	16124.28207	29415.72225	15717.56285	19153.77497	19661.099	17937.99559	20059.01224	25162.69994	20065.84604	32637.63045	34281.23847	18312.32268	16590.82799	21079.90783	19160.23063	22200.47669	22096.28292	17865.38836	12789.67589	24724.88689	14138.48302	17675.81924	15997.96443	19094.99242	20683.82699	19424.79714	27867.64658	12022.71691	16903.81894	15093.95055	16097.88773	8811.042452	17089.49771
702.5675_7.15	161079.2673	101900.4938	175707.4304	181631.9722	136825.9163	130519.0214	208542.4525	228729.6577	146724.9735	245463.3061	211383.4376	193496.1405	167557.6784	140678.1154	115288.7422	127241.6497	197207.3295	260993.1156	215882.8503	208293.7806	149674.3753	243365.0571	173287.775	111473.6659	126470.5776	239920.3569	152478.4424	79419.37507	228708.4264	176069.5747	210121.322	196358.8953	179804.6741	156035.7847	308695.3676	212470.1837	133829.6408	185817.8067	134171.3675	309678.6629	149679.4529	203206.5676	348887.0386	139151.1806	183104.6267	151679.229	229754.895	164879.8747	261293.2492	194670.1598	122887.2488	158946.6321	154002.9918	209955.8782	210571.2745	148018.2447	193442.326	209868.1559	176132.5624	203260.5116	84091.41528	119453.662	174964.8088	183996.4617	164605.9653	304832.362	134489.5377	163351.9219	317453.2806	150697.0455	247806.3414	208199.6733	306563.282	316592.4625	155555.731	214325.0531	234984.5965	179947.7663	280983.5844	242198.4301	160829.5147	181937.7954	167134.4048	193872.0842	192955.3433	179153.1489	322079.0353	324501.6355	168133.8325	137249.3532	197898.7183	142993.7654	201794.1056	183991.6616	140115.8311	102099.9703	216151.3431	106625.7066	155368.9729	161586.6858	160776.4431	215253.235	152247.8654	294332.6019	155598.8165	140834.5999	113942.6402	132039.7105	66379.21428	130302.5814
704.5811_7.77	9121.539298	5516.821014	7532.74392	10453.05241	6715.2027	7868.833024	11517.64182	12860.82515	8575.099009	12429.24132	14258.16274	9287.390423	8862.271727	6443.13222	6612.629122	7325.367341	11890.50875	13952.87582	11707.55193	10238.70613	7995.333516	12756.20347	10290.2088	6369.245934	7459.945489	12560.12989	10327.84756	4509.086775	11910.5515	9154.193263	12467.42639	10012.15475	11340.97754	8351.303543	14111.6881	11888.38882	7335.336499	10952.94817	6147.801556	23909.79383	9034.935781	8789.469259	17748.88606	7869.697113	10157.16714	11156.10837	13263.27671	8281.594872	13203.84446	10405.34289	6688.059643	8941.494284	9254.470872	11796.26456	9102.937867	8794.453184	10184.96638	9488.46484	8567.461537	10684.69074	4497.898104	6367.158709	9250.463771	8810.442606	7371.707499	14010.46303	6714.02631	9827.777385	16822.35651	6838.936576	14282.86623	10234.78835	15486.91863	15877.3136	8706.178682	11039.66496	11029.2833	9530.272218	16143.8533	13947.94454	8239.650521	10108.19781	10140.6756	9431.97696	10391.87061	10692.60568	17184.6221	16679.03728	9229.327338	7688.476162	10343.4577	9014.047633	9301.328479	11946.1648	7912.39239	6057.333368	9854.124258	5731.723034	7603.106566	10512.66276	9364.579915	9081.537508	8263.563562	12068.6789	7961.783024	8825.078236	6360.865747	9154.986784	3594.580922	7068.778654
704.6206_14.09	1545.76771	791.7939419	1676.673157	1565.620636	868.407398	2109.441454	4098.677543	5738.514986	2912.033322	2313.691661	1951.506797	1592.889731	2534.750613	2355.069824	1421.018824	2083.289251	1678.563723	954.9966191	1403.764847	2311.985828	1852.333096	2013.102775	1185.805223	1728.075207	1427.52741	1729.349826	2354.08631	800.2812545	3385.551506	2529.719436	997.0802479	1118.098778	2920.631798	1445.401702	1331.062096	1854.393256	1114.173452	1208.833951	3314.440822	2030.972933	1371.887681	1125.157306	2887.993691	3163.861769	1688.208348	1845.425769	2496.796952	1769.219162	3926.414475	1728.042073	846.060639	2983.445184	1533.652937	3039.388954	2828.239736	2556.969887	2324.191264	2541.316835	3059.034715	1161.572314	798.2021521	2719.821146	1110.387983	2246.539074	1367.854494	2814.099993	2535.187156	1898.163105	2854.117278	1283.141461	1967.567218	1576.175615	2112.18476	1583.688908	1191.934365	1593.055796	1953.738536	1499.960739	3620.456849	1789.483725	2267.682666	1853.973119	1553.029262	908.5661192	1232.61601	1975.123971	2329.860829	1164.277522	2382.064843	1766.803045	1538.822251	2128.106474	1101.590568	795.1959164	1333.292266	2114.993807	624.6273979	2165.304208	1357.439648	3148.791542	2485.201971	2510.79826	1869.022575	1231.327776	2058.17977	1629.704793	1949.092864	1208.498404	745.0856056	1896.972615
705.5324_7.29	3271.636973	1793.698285	1513.985225	2718.054029	1741.095042	7574.605853	4036.132789	5254.309764	2713.533639	6444.711843	3866.553809	3919.998563	4527.036947	2818.403877	2731.689765	4276.952587	2695.787001	1778.931639	6113.931122	4746.656018	2281.491759	4908.740576	1907.485854	1354.049457	1934.788946	4674.432316	3741.037844	1075.493896	3338.567922	4224.664603	3345.140872	6482.446263	4919.826889	2157.290153	2721.010196	2618.131962	3242.064532	9990.644732	4257.158919	3708.23547	1484.638075	2177.482131	5235.881135	4460.455408	2286.335315	4725.53374	4880.936071	2195.565869	10887.59015	3129.980521	1782.807049	5042.130333	1509.293854	8495.190205	7990.317548	4633.643194	2695.844576	4884.837981	4034.736096	3151.760646	1482.166935	1405.024929	2319.155464	5690.738422	3542.48614	3388.51555	2818.366788	4135.03377	4918.890645	1913.349897	6018.061981	2717.992462	3831.233917	6375.308282	1763.665311	3071.26806	7967.308683	971.2509801	7568.442657	3061.231877	2683.529914	2246.049176	1708.810823	1921.829174	3028.341252	3292.194924	5988.091907	3753.900415	1893.37078	2189.711792	2830.02323	2748.396017	1711.125183	1569.507814	2457.055484	3906.100092	1330.571471	3668.871253	2322.425154	5752.726741	4596.906244	6271.583179	6594.746053	2342.1111	3300.161953	2444.076077	2388.802761	2224.611007	1419.330703	1774.182013
708.5222_13.8	1141.496288	2076.145467	732.3799305	969.9163914	783.3899592	659.4093751	1484.875802	6200.563694	1341.912086	1060.683972	3078.908395	3463.319842	1575.096796	1079.714302	684.3715624	822.9476185	775.6828672	1634.139987	1187.766289	2134.059306	1797.825013	2059.227573	1242.570998	977.0637902	672.8300639	2360.464139	1004.120968	450.5447403	1439.037511	984.3776298	1469.874474	1343.77563	1524.624905	824.8996609	4390.457707	1807.997812	1359.862001	1859.287763	2134.735727	3720.261891	1055.803445	1463.706381	3942.298965	1466.685594	5888.804887	1712.369791	2465.567633	891.3632792	1499.47799	1146.457068	690.5841447	935.4790924	2250.560143	1656.930867	1511.185559	1270.039545	1258.649822	2369.410101	1308.996295	2114.493752	628.189197	1728.663649	8320.326411	929.9633735	2452.406389	7239.201824	1074.657426	2523.459663	3057.837129	575.5098802	1225.531513	796.0948176	3660.555211	1909.434119	930.9157739	1325.931051	2135.484741	4481.765431	2640.50288	1329.023554	1084.215439	2079.997823	729.9282606	1689.463053	959.177727	1382.749743	1559.05269	2545.632885	1976.27879	1045.366575	2036.956291	872.426547	2969.903651	1244.792971	844.5993608	942.4660282	1980.085978	1924.819239	1480.438441	1667.748578	1524.416347	1184.710304	1476.457122	2007.997537	3192.721793	1581.877784	920.226341	743.1318886	543.0884516	1011.123097
710.5401_14.23	20106.72318	17942.3472	15319.3206	20363.76187	17831.33774	15544.30021	19408.81211	19728.47957	18354.01737	16613.4317	26259.02966	17219.33069	18643.775	11386.73853	13443.14164	10817.32959	17979.88973	23385.83999	17807.9146	20502.56245	17779.34384	16317.55851	19933.44359	14271.30231	15051.93636	26081.61012	23855.23552	10426.111	30011.73357	21355.89587	24314.32122	21961.37847	19387.06613	16160.66795	23957.0266	22888.57993	20700.19005	14951.45327	18114.15573	32529.08501	18884.23844	23274.81325	29508.02736	18017.94924	20813.97842	10794.50641	26402.77605	13546.77378	24082.28836	20857.28714	17119.68482	18433.12925	17959.32412	24931.04781	17314.47762	18432.4642	21484.66019	19695.11374	16587.15827	23616.53275	12635.61325	16270.69504	20448.87187	20541.17283	12587.84108	24468.27952	13215.47815	20717.04458	29632.12621	14134.47781	26087.43977	21973.56008	30563.17809	27065.68142	17170.14239	22121.80599	22689.65807	15815.56837	28850.01182	19141.05633	22333.63209	26967.81935	21213.70105	17609.93805	21235.78149	16808.13088	25241.85596	27085.83796	18661.5902	18780.2966	17345.1178	16831.89897	27790.77233	23805.05971	17401.80964	9440.599543	21590.60707	13678.97678	20155.71609	23579.60653	17370.51471	20132.97471	13277.86077	26263.4665	14935.50766	19697.42364	9936.757103	13820.43283	7636.381244	17934.8344
712.5553_14.66	2835.169226	3158.310264	3696.618483	3586.733355	3055.885957	3998.641514	3814.541724	3824.981725	4038.534535	4959.465008	3835.079256	3859.858041	3817.825449	3705.32546	2844.184495	3196.746124	3743.855156	3969.940629	3301.068661	3796.883583	3420.286917	4123.03639	4341.726935	3041.448242	3202.761523	4455.186649	3697.557114	2971.035832	4617.341446	4045.553804	4142.361663	3834.382303	4622.216534	3250.121099	3095.237448	3976.245182	3109.200177	4391.633856	3605.767145	4620.907175	2937.004612	2987.307895	4735.776001	3715.209539	2911.083779	2866.264491	4031.550215	2751.159003	4462.354782	3019.154007	2327.006643	3013.25512	2798.175935	4219.433173	3650.939082	3280.524496	3249.149972	3272.465752	3192.950327	3073.684695	2251.328557	3201.738662	2732.8816	3696.530536	3014.59822	3053.625703	2632.440554	3024.496145	4937.895819	2598.084408	3215.873826	2790.24927	4168.298494	3510.463075	2930.163208	4133.395632	4494.757491	2141.581782	4421.116488	3788.331404	2962.558958	3740.840513	3263.406916	2404.565461	3570.205103	3253.040673	4767.394676	3699.112663	2922.815447	3778.543411	2811.752309	3122.901175	3237.380334	2718.171016	2958.090098	2576.338375	2303.466635	2709.701664	3324.908992	3609.160403	2877.958512	4541.879563	2857.430127	3230.431983	3434.587084	4384.011302	2754.36948	2515.582038	2159.883754	2722.700154
716.5818_7.96	4222.450151	2804.038165	3762.203174	3841.864418	2887.907276	2819.883187	5925.553387	4486.43906	3726.320888	5350.156963	4618.859003	4691.944506	3296.451049	3870.40602	2875.378167	4443.377361	4108.669001	5840.984451	4820.842689	6489.210792	3808.951299	6748.901386	4308.983276	2694.263548	3128.336721	6516.934081	4326.077287	1510.529678	5139.067601	4770.45537	4844.967095	4726.625352	5159.96825	4387.650509	7283.73456	5174.374111	3907.25762	5870.154708	3415.192543	8210.994197	3255.846558	5098.404437	8724.894969	3405.834819	4587.59037	4418.66281	5785.188313	3735.762861	5801.857825	5243.754782	3074.776568	3788.365623	4498.107008	5254.193222	5102.417124	3624.407158	3799.792096	4240.121478	4344.850844	5744.494008	2419.860931	2945.459728	4753.977695	5026.297954	4526.020931	6745.586245	3648.573065	3590.291729	5795.580256	4042.712738	6089.40065	4521.033361	6484.602042	6531.048405	3263.743115	5256.842374	6109.839463	4383.579727	6312.997041	5960.687356	4417.318959	4611.518394	4260.554855	6608.167956	4212.34459	3464.507937	6640.875486	9623.122029	3974.40008	3821.919801	4723.494121	3382.588601	5649.221866	4643.403277	3037.568119	2580.154203	5031.098046	2820.46495	3286.515813	4846.28658	3377.620841	4894.419797	4146.609331	8036.318377	4529.933546	3154.789371	2668.840115	4151.318546	1662.739927	4143.832658
719.581_10.78	4875.431193	3024.07875	2769.610981	3580.586133	3556.27611	2735.936073	3562.38954	4776.425469	3650.519238	4920.218794	4171.856975	3424.331161	3793.520649	3781.594622	3570.827455	3141.602264	5357.589484	3714.078336	3763.385137	5320.102277	4020.795136	5601.737041	4069.216589	2845.264112	3603.269317	4274.518514	3042.93625	2504.125811	5382.745934	3532.176022	3691.085747	4058.985887	4430.41699	3646.503702	4080.093331	3667.344007	3256.048016	5131.578599	3121.474071	5469.037089	3389.437671	4888.85859	5119.435478	2983.822547	3161.564074	3075.909625	4568.191218	4712.770109	4542.416016	4647.51153	3631.530693	3443.295398	2794.97301	4065.263575	3951.115699	3504.971328	5631.785268	4771.762367	4123.486672	4665.227934	2493.636147	2543.171499	3471.063187	3531.707931	3198.644605	5062.943333	2649.032452	3687.609159	5482.992864	3100.720374	5358.850755	3344.713189	5132.293058	7713.140063	3535.290046	4463.059605	5413.551128	3318.217044	5144.565686	4598.91675	3599.276704	3540.271019	3973.932237	3715.487785	3267.65041	3570.070027	6304.471548	4510.239177	3657.70508	3301.292581	3711.13422	3164.032789	4119.162896	4572.271044	2810.011129	2906.178589	4810.560979	2500.027101	3325.548168	4088.306585	3224.276048	4906.159522	3405.187654	5243.016152	4281.702235	3665.206562	2457.385804	3095.333788	2417.974032	3281.200029
723.5188_8.7	2684.984232	1550.337125	2700.657573	1777.593077	2269.957225	2368.324817	2413.640171	2891.835402	2640.833905	2144.531414	4168.413786	1543.057791	1534.417333	1412.348538	1371.340808	2487.324901	2572.831774	2038.374731	2559.792573	1791.553509	2406.562136	2303.761889	2900.854452	1913.316617	3037.448897	3369.192719	2789.608412	1596.090601	3617.780811	2523.736163	2787.447131	2034.512705	2313.126983	3319.277213	1657.549025	3324.758468	1263.380208	2288.641142	2276.974831	3132.192189	3077.858399	2159.622491	3330.17247	2501.159288	3087.529563	3477.991975	3934.700613	2496.266735	3334.142586	2184.417691	2324.0114	2197.48522	3991.096713	3033.514817	2797.566462	2658.772947	1991.958609	2862.747568	4269.590014	2591.713753	842.9579885	2219.955865	1190.268587	2320.750404	1869.752577	4128.756598	1938.089663	3250.890096	2018.518764	1449.19912	1862.120499	2104.358461	2453.674259	2875.116837	1845.554735	1763.118213	2019.709445	2066.155861	5011.464905	3721.857869	4825.74849	2969.218508	2074.869588	3632.942661	2076.927901	2040.931417	2866.295609	3012.505731	3040.29325	2966.330459	3027.294703	1937.164242	3153.806238	2065.323944	1767.729037	2586.5866	1398.273945	1862.957534	1659.237309	2654.677929	2764.391127	3445.119182	1933.547828	3131.980887	1950.196434	1382.609513	1579.899971	1230.954401	1274.399514	2472.70477
728.5817_7.45	17001.22957	11218.60961	15219.64871	15378.36472	10925.26543	13179.18441	24078.88165	16983.75544	15668.2861	24261.93156	17140.87271	18165.13236	13766.22597	18623.80755	12645.97479	11485.07985	14743.00215	31268.07699	17102.20463	25154.46405	13293.96315	23678.09763	18910.51264	11798.76338	10586.46957	26654.75888	14905.68011	9990.551905	18566.62651	18153.96211	15633.57404	17435.54358	17602.64959	14886.70767	23603.0205	19090.90351	16946.19822	15873.49241	13213.39125	33420.55458	11807.50923	21134.50966	37112.18419	14894.90702	17009.75801	13224.05842	17268.47987	16688.81477	20830.56733	15814.27832	12560.71209	18587.02989	16875.42921	18569.37823	18239.10121	13895.1902	14111.62324	17636.92148	11791.76699	21297.53164	9789.133596	11200.60746	19711.85863	18233.1709	16996.01615	21426.00056	17079.51398	14872.74069	22596.41492	14693.3	17181.83216	18383.5784	21728.30407	16942.76567	10595.51025	21349.32904	24639.9908	13994.26226	22463.48612	17483.34861	13739.97897	17574.53988	16937.97155	20293.08761	18057.61338	11851.5372	28618.77112	36560.14548	15421.01737	14260.68459	16041.53366	14099.37381	26829.41738	21794.03422	13762.59937	8273.653776	18247.36658	9578.783941	10571.48311	16141.17029	12730.54296	17766.25489	14994.12201	26206.2951	10914.39941	10208.34381	9906.780728	13281.10613	7602.796122	16944.59376
