Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
104.0482_20.63	68973.01381	68767.44454	71743.02755	65396.94731	65129.80029	67338.77742	65086.11997	60007.90874	61149.30083	62932.67752	69155.8083	59335.46108	64365.13223	62195.7077	77936.4519	63009.69299	62802.66988	199253.6414	67562.34461	69237.0708	56675.65057	79134.50138	81181.70912	97958.89339	70607.34311	61896.82144	65128.07594	94176.08053	68024.31323	62063.05434	65668.84633	70111.90383	65814.36603	75436.37066	116379.0607	62315.85596	75704.02626	64714.34854	63210.59215	100845.2575	81192.0739	73090.10898	70587.26764	70831.2927	87218.17001	68300.22887	73812.97143	63185.86324	60378.10227	73709.311	71011.77857	72754.84611	78531.10281	65450.2222	60118.38711	67525.19371	54635.78709	62320.27628	68132.42614	77214.1011	78206.49823	67796.83602	84817.35716	65027.52361	60841.18946	66831.57077	78146.1721	67312.17868	61126.03497	59817.1388	69638.66248	70308.82654	72430.44682	75656.36935	73160.04785	63608.20097	65285.83905	120955.345	63001.6634	76230.63863	66635.79389	77923.70327	81229.50392	83972.9852	73473.08425	65849.21476	70141.91776	66311.78002	67045.39215	71680.75337	70170.87892	63486.77607	92594.11645	131723.9977	72499.62959	58406.64386	127507.6413	63424.32098	67623.63026	65623.35468	64799.90591	65659.21335	66035.8466	80507.66852	80633.8596	61053.25258	64310.65588	79424.61061	70137.71462	68421.81454
103.0458_13.2	4584.468713	5082.030756	5812.855283	3889.983832	5374.793978	5235.204729	4059.108935	5378.041279	6562.660326	4015.484176	5305.347823	5188.81892	4899.402888	4564.63724	4956.345786	5646.751527	4744.726748	3470.5385	4886.227865	3755.334215	6438.287647	4421.945927	4287.15033	4162.515675	5458.371828	4846.753563	5269.116255	4737.205388	4490.113277	4875.660223	5795.687758	4586.015598	4851.599606	5566.301106	4123.55304	4699.990725	5088.290333	3138.254107	5027.343	3656.490443	3220.037837	1880.177117	5744.261826	4503.431739	4203.233404	5454.01847	4650.343692	4554.161608	4664.206992	4530.930976	4566.557712	3879.387669	4548.729693	4397.698098	4371.210177	4610.102028	4539.345073	5575.025087	5718.556246	3872.546426	5272.099063	4227.106549	4005.534691	5158.427382	5071.272532	4424.442585	4503.104953	5356.325074	4556.352485	5347.098115	3831.090857	4547.814988	4057.529929	3978.523296	7308.541591	5271.863803	5778.768066	3644.013674	4851.413051	4347.025819	6187.227803	5347.801345	4944.47178	3627.434883	4478.961788	4306.362549	4777.915512	4145.03232	5024.435131	3742.402886	4846.173891	5111.892691	4430.986962	3451.999811	5011.301334	5649.145964	3550.576056	6589.509243	5720.316567	4763.280458	5517.952241	4635.972368	4025.233304	4614.652031	3100.845592	4878.331498	5320.046241	2914.24086	4510.075219	4451.825662
145.1102_10.91	8189.460324	9522.328366	8099.871904	7204.636933	6566.345079	7280.561976	7863.041989	7197.339265	9004.109238	6722.560896	8784.451239	7267.378227	9072.476566	6519.662864	8096.220963	7735.895712	8016.079543	6762.044081	5729.017525	7842.285014	9782.525935	8641.18848	9944.532001	5806.16539	7733.428531	6136.750491	8115.389282	8923.578202	9261.312152	7567.734568	8610.578127	7214.258795	10061.96396	8875.080127	6952.436739	9463.249438	6614.881517	4489.536826	6863.400184	8033.542621	5832.440911	6723.190747	11258.92118	10009.24233	9329.536007	5715.185495	8404.580549	9995.421264	7994.551183	8054.453	7073.432855	8001.017972	7892.724329	7977.981834	8266.656457	11268.38292	6436.523463	7241.707341	10082.73652	7359.661369	7072.607355	10446.46181	7054.390144	11414.74752	7967.347173	9889.074421	7511.068216	10957.79532	9779.631486	8449.614444	7289.50237	6905.696354	7636.912287	9808.928879	7694.490209	9759.928215	11090.06758	6660.699679	10299.66939	5867.71574	9082.485842	11109.58015	11117.21689	7911.067846	6904.172438	6864.484904	8994.965936	7053.49608	9114.657001	5911.675488	8232.578815	6314.979695	7278.366776	7518.808553	7027.915218	7875.31778	10916.39408	6721.830598	8637.421998	8123.95154	8848.422182	8196.676098	10769.85493	7741.769661	5797.139053	6898.910253	7394.682289	4712.853579	7370.639524	7723.091473
414.2837_14.34	1288.791158	3413.028817	5230.20052	785.0246197	3385.657713	1236.716321	801.6435082	875.9034049	770.7042146	1422.347968	2591.876555	1556.974377	2086.337592	4160.587277	2125.678789	1598.331108	1279.091162	1704.006313	2825.358301	1094.549361	1728.997093	7424.498682	4282.946765	864.551135	1144.978902	4919.930462	2128.375777	973.0822435	2798.033448	2013.6789	3546.797462	4863.60976	13067.6532	2677.050853	4597.808855	1070.135266	2294.773478	1500.657979	623.404431	2834.546384	3945.743632	1674.091789	2213.773827	1378.693393	5656.48152	3144.748399	2640.557522	2518.789707	3487.520133	920.1090017	4432.938018	4482.279384	2166.071707	6332.589873	607.3635277	4422.161275	3296.733568	3960.21806	2607.849567	1683.763685	1906.971463	1896.214412	661.3219627	7025.79993	633.9921125	1230.057139	2418.338247	3473.421032	2992.043074	726.6680636	2257.293897	1971.148713	2567.476366	5343.154434	2227.085363	11358.52115	9087.309363	338.2694426	1671.128147	453.6329792	2665.796614	2406.567597	2250.347966	720.8939337	3342.121576	2522.81404	4057.411803	3086.369704	2472.302243	1198.872704	3131.037258	6290.075248	3638.325325	2091.26583	3362.312016	974.727102	838.3435885	607.245695	1445.489032	2998.45867	1147.118575	2457.966489	794.4326914	512.3459421	1506.85398	2025.44145	608.4823211	727.9010347	1031.792064	1657.580045
126.0319_20.3	42218.75782	44228.94615	51682.77175	44993.95483	45478.02296	43819.59323	44651.5226	41722.75222	44752.21974	44110.06894	47418.46206	43862.63154	46428.15715	39994.52224	44906.1427	43381.21482	41455.64019	65733.62055	47107.1581	50283.62698	41348.13087	48843.1514	43121.02691	44281.03271	52321.8469	43419.70893	44619.44633	46907.08151	47525.5475	43352.64726	47752.5923	49044.55399	44862.72539	44161.48134	43310.06821	39311.63266	43895.04482	44215.1326	49497.6908	46830.28306	45873.11946	55612.12327	52651.14038	47354.60941	53816.0823	46863.82731	46539.31008	47703.38614	42111.39898	42870.84175	44970.28091	51089.19071	41378.5647	46341.5386	44509.52965	47406.78146	38794.73656	43128.00406	46449.73041	47611.3712	53654.31587	44029.41895	44769.87094	45437.46325	46580.96214	43406.74927	49400.77021	42829.76775	44758.15246	42046.8714	52885.51887	46566.00057	47845.46197	49406.05127	50139.55185	44425.49409	47832.74221	49775.16529	46638.83327	47732.4455	43137.28711	50703.39075	49025.22505	51695.84366	46901.91479	46801.22595	47098.92769	43654.64185	45093.41103	46957.42974	41728.73617	42611.71641	42256.33557	46983.18676	48763.28287	45528.33747	52170.3122	45713.59766	44195.66011	44377.92258	41762.73942	50275.53202	48372.09467	46261.2601	43479.58797	45576.75406	43470.279	65871.62327	45507.56634	40429.68289
204.0757_12.6	8106.440515	13220.96975	11827.03148	5404.324921	7652.844601	9215.435363	3819.52209	12513.06657	10755.56515	6654.104702	9732.856544	13037.85736	13517.54105	7046.234088	11220.24848	13471.82495	9227.582654	10906.90929	10285.61281	16140.31925	14075.76054	5100.814407	11996.30131	8007.579715	8984.020612	7852.668913	9781.821386	8219.652785	9675.968982	12598.92876	6694.2782	13761.9514	11412.67712	11393.41141	8617.573494	11453.14735	8905.279898	11924.10705	11222.03755	10190.17445	10032.25791	6721.692128	8797.805218	8433.325981	2005.457731	10414.71552	10880.25486	5750.736668	8763.027987	8071.556448	7330.53507	10468.5969	6896.549323	13081.65038	11885.72731	9738.31462	9209.111164	8022.048347	11799.62358	9254.042248	7700.930004	10055.80736	4893.567352	10297.31395	14146.60185	12259.03445	15451.38625	7623.519633	6563.172558	10768.63233	10752.08201	9264.15276	9545.67767	10530.52738	7462.385771	10324.05888	12730.30486	9795.819396	13989.26112	8429.904027	15409.75994	10894.84432	13383.61517	9326.549756	8709.142324	13131.36094	9770.794973	9647.064881	9337.978828	16405.4299	8950.559678	10884.10753	9865.27292	13015.66485	15398.21431	5760.183578	3558.424879	10988.62883	14053.53869	8696.842639	10417.27473	15849.27325	15109.77026	8387.600648	14665.32104	8077.589784	14544.96759	7315.721621	11326.93016	14035.42793
117.08_13.79	155657.4945	160169.7811	267488.3732	192306.2223	164425.8214	167180.8792	291768.0616	207943.9702	122646.3671	245047.4841	178485.1827	209584.8434	204928.2286	170903.65	153314.008	144121.4983	176431.2563	142972.3865	250916.9163	136626.6044	149917.6672	144094.1603	211310.6607	198395.3466	115833.5435	158396.7333	223457.2429	205294.4294	194898.0236	179633.4061	200571.779	165352.893	132685.7794	191379.7076	261138.4274	184926.9422	188885.6244	120447.8414	303256.6371	156905.6233	226038.1951	150502.6889	161164.4662	130647.1176	177527.1655	156829.2509	201247.6379	207973.5801	159843.232	185143.8148	138097.1472	140820.454	134778.803	175614.114	125938.1649	234391.9169	113618.5761	273664.377	141164.5345	191894.8605	156569.2778	187918.3483	166044.1478	280168.2277	200687.5144	152876.1454	161423.0203	205765.9336	227428.8799	126767.6851	234279.363	274339.9605	149546.5001	136566.7173	127037.0703	228377.5059	228195.7254	299090.7786	167654.6894	194723.1898	141021.8078	232640.8826	213205.6065	164807.5819	282031.5765	282446.5046	174193.9838	160567.2158	241546.6161	171956.8159	213617.8187	248609.6544	212205.4687	106341.5152	138405.9349	178633.5155	239862.8604	151206.6473	159638.5459	169255.0206	170064.356	150499.7772	140974.5637	257654.8075	173523.0433	177915.212	164046.7045	156707.9085	237789.5177	180038.3304
417.1859_14.34	8073.511065	5303.488366	5872.951667	8556.039835	6835.07037	7411.682708	8182.087516	6392.566081	11464.6976	6244.922552	6828.488454	7957.771902	16450.49894	11407.52218	10255.18699	7081.736462	7682.642821	3939.856389	6394.074815	11204.83066	9999.485923	13273.63962	14584.5389	9311.563516	8844.353104	5016.701103	8652.389589	13579.88194	5535.830331	8526.854945	435.1982365	10196.77717	13336.99824	14836.03482	10873.1259	2859.507858	7105.386305	3640.601974	11671.55634	11378.08235	9626.615672	3948.321431	7290.652155	15191.52661	10104.99345	11556.4185	7100.553054	13218.38893	11391.87193	10642.8983	5035.108134	12324.82514	9391.121826	13893.4475	5487.908017	9729.8502	5684.994354	14303.26447	4646.167322	7428.772715	9562.408725	11077.0386	5635.075319	11183.32488	8834.458817	6167.888514	2598.499394	8758.433035	8757.997012	8541.918004	8327.44075	11287.84579	9740.465475	5714.533942	4985.39567	13111.26822	14544.77195	11432.61136	12276.36923	10075.37567	8686.2195	7552.731703	12248.48422	10062.58202	8371.490124	6102.594806	7595.352128	8573.822463	6803.147215	8677.903109	11295.81795	8192.474287	7637.929586	17000.45312	18342.93016	3882.721385	2461.854983	4491.292152	5250.117822	6310.851896	4686.552388	12213.64839	16253.30715	8980.752585	9041.484252	5569.710543	6515.693654	3494.282675	8826.06427	5483.644572
129.0407_13.37	141909.3968	166141.8838	160509.6876	178764.3392	161615.5071	130360.5917	141273.8854	158426.8689	161720.1765	145681.7977	138891.0179	162917.6439	165357.0618	159738.021	168358.8721	151037.3584	158912.5982	151393.15	136086.3604	139851.2626	159311.6644	118063.0847	137195.0318	151677.2514	141228.6735	160525.3608	163843.0615	186624.4555	143758.9803	141683.8806	172412.3854	140552.9349	165288.3437	127065.4749	165371.0501	147565.4341	109921.9747	150080.0356	147267.0382	128025.1809	142213.1241	113922.0801	156424.1626	154564.1074	140614.891	138552.2552	153197.3027	176364.7803	149077.8838	146915.1911	162408.2551	128660.5596	149111.3651	160437.6395	230296.1143	157705.7126	143893.0897	161034.4456	151240.3824	154473.5794	170579.9326	151182.0533	148980.8404	143876.1311	158290.5422	151442.2201	159162.8404	152284.6289	171290.4873	167840.2916	159927.7591	146889.2775	157792.9109	157743.9716	164466.5602	144363.8324	155371.8535	171050.6331	150742.5039	160900.7408	147185.4124	163369.2851	176793.7802	137316.0246	153082.0138	159393.8258	155310.0827	137388.8901	160641.5113	143652.1598	167095.4421	159306.3685	145377.0686	170413.5378	157469.421	158033.033	172278.5461	154216.4304	172067.1576	154958.4974	166909.117	159638.9106	143875.9031	179386.4794	151269.667	163054.6606	173095.1739	126734.1214	154935.0864	158658.7114
256.1784_13.33	36985.25521	41354.71611	15152.02274	31982.49524	33665.31229	38766.62379	42588.6617	26899.11643	32678.91389	39045.30008	49275.39794	36986.82666	46926.56545	44332.3511	46624.34353	33701.29311	32807.57645	13909.41161	30983.17463	32046.11009	46471.79279	38034.44187	34666.25695	25841.26282	37246.85707	37685.73992	39965.00945	29370.97507	32563.08972	39845.46033	32968.48179	34818.01268	42738.83881	36028.4021	34368.61946	26638.57591	35587.90061	38407.93038	32589.08627	26943.80641	28082.90013	26568.994	28118.25264	30708.44681	40437.60368	34672.31508	30622.68146	38415.17709	39267.5021	25995.15766	38221.14577	37307.69002	25734.80246	50327.23512	40713.3006	44734.70594	25026.98132	42095.33376	29574.39399	47598.38531	42750.238	36902.00406	32988.18531	34145.74761	36412.93117	25257.3516	36820.80384	37125.43212	30877.33994	35348.75626	35222.81887	27835.02924	29969.19053	33989.81842	28348.22865	32272.91022	52979.99937	25169.74938	42581.8405	27796.9195	38804.83093	42090.85124	36516.4152	30294.21074	40525.70657	27874.29423	32928.73043	30428.87378	32830.90466	29657.28491	40582.6276	30527.14885	25239.5691	34205.50676	37570.37982	35910.4732	28589.48392	29737.01922	33024.54052	37947.64265	31626.27793	34815.90807	34193.09364	30690.65427	27028.91849	28854.32305	43482.54449	26811.93415	36677.02054	24832.45723
1464.6493_14.45	7637.404702	4797.281181	3150.68018	4175.864145	4419.172192	3265.780353	1421.40231	1747.642541	3409.347437	4708.05094	1264.261563	10769.12377	5693.041491	2194.64622	8878.104294	2411.602267	2802.722447	1425.21397	1238.942274	9228.921688	1260.348709	1516.663341	6360.852907	3090.041901	3607.576861	969.3216741	1465.155545	8588.451935	1297.648818	4001.666921	210.7825778	8494.389074	5726.100392	2194.320301	1773.412835	3998.126447	7716.523798	1710.659509	1397.997698	5936.358377	3413.669862	43500.0344	9522.202489	2730.572531	4321.368048	5272.009139	3029.884142	4538.566917	5127.260854	3230.874798	4641.962119	7080.248288	2870.394963	5222.266491	9581.338751	1715.213113	2387.937339	4954.028415	1531.44973	1891.611289	4117.817135	2024.235934	11214.1714	3621.994799	4074.77512	1361.766172	2816.052476	7778.04283	4015.678589	5112.81458	2477.638673	3231.457615	1545.523405	1278.503806	6716.461529	1204.688825	4003.970615	19519.62894	12799.06691	3955.79277	3523.569029	4134.712918	4473.090835	4808.301259	1891.124002	2212.310735	1830.170205	7967.349441	1024.929062	2266.554673	5178.022318	2526.91132	3282.675283	6237.65617	4284.834982	23172.73457	14079.66635	3600.007924	3003.689871	2318.640381	6880.72716	6668.351928	6050.000058	3925.94106	2359.779316	2599.61751	5949.3894	15795.54649	11966.28987	3751.462094
324.1059_20.33	269640.8551	260087.7972	314810.8229	266627.7277	268933.8994	260885.3953	258724.166	258114.5243	252572.1229	265167.8271	285045.54	259207.8133	264934.5161	243153.0441	275226.8317	256724.1736	242950.5155	418930.6644	281283.9628	315083.743	221051.4981	258165.0143	255530.5741	243696.5621	343871.3267	247443.9447	273786.6497	263493.0508	269471.0563	265196.1682	269433.7958	297951.9945	271755.9687	263438.5757	261038.7282	219523.6563	250571.9292	258190.0782	305757.3522	252531.0083	279522.958	377753.7834	306861.9896	297261.6185	327379.8074	312063.9812	268207.7978	275878.0548	271741.7921	271286.5203	269898.4305	306016.8422	231640.4522	263530.557	262304.147	283993.2619	231462.2865	254396.1327	292261.6032	277510.5389	311779.2837	263709.5583	266572.3916	276209.6602	274690.4163	277532.672	275206.7927	249880.012	268624.0754	256232.5013	338332.7186	299526.1739	280857.6466	290232.4585	313814.0722	250176.843	297316.4269	292442.5547	287892.9465	306875.0556	267588.1336	284099.2586	291479	316240.6848	278324.3091	282617.7444	268025.4071	247092.4441	269946.5027	302722.283	239476.5082	244102.2432	231464.2171	261987.0201	325772.4429	264072.4884	297485.2154	268457.995	259068.7722	263045.4751	268708.1112	297406.7947	288826.7617	274031.4046	266442.7503	264158.5148	254902.5205	410520.8795	279584.9944	244472.7422
426.0906_14.07	8846.48292	6832.759568	6475.947655	10317.04444	6965.587908	5913.770285	2516.456461	5099.129024	4702.354646	4469.673535	4188.000039	6078.356212	9991.369327	2004.270332	8120.725806	3569.449508	3547.785646	947.6504413	1378.525289	5958.599083	911.5466531	4402.332967	5298.098319	3531.919831	3277.011153	1330.632612	1943.827985	6481.030911	2827.499581	693.8099718	4918.766789	3185.925054	7094.525245	3738.011644	8668.791944	18766.31117	5455.145715	6684.501111	2436.857221	3681.459092	3401.659798	5316.846552	3977.553337	3853.615529	5136.675182	1881.836312	4499.535649	7792.618119	3579.558392	4601.42754	7780.463945	3693.900111	6009.799136	3425.650666	10126.63751	6735.686284	6151.638531	5901.020914	7759.967621	4540.604429	9077.202969	3280.687659	5544.963673	2741.539397	8565.906298	5025.060742	6134.439011	5972.11465	4449.736253	4168.386889	5324.61842	4402.779012	5670.720548	6422.784157	6360.814736	3722.286172	6014.159902	7892.498713	2631.07418	897.8515505	1903.12242	3529.743241	6514.134757	4636.491673	4528.917018	2225.086528	2120.81585	7415.402362	1769.069358	8547.179245	13265.09688	8182.000939	4807.333489	3709.58404	3559.049894	2372.606248	5322.126973	6921.481281	6821.401113	4026.740278	4488.664468	4626.797594	2634.093474	7539.673013	6374.831279	2042.228917	8360.841464	1786.535429	3223.125447	5912.755765
287.1707_10.03	4943.159539	5189.261702	4375.020691	4696.429088	5429.543987	4016.58397	4934.440912	4989.995155	5186.734219	5806.301059	3939.49398	5630.134461	5828.221792	5517.85874	4928.245708	4136.892423	5136.797024	3933.234243	4359.144666	5447.169043	5888.668019	4967.803863	4889.71733	3259.517474	5348.562469	5135.377626	5659.654142	5665.264761	3825.104539	5662.998883	6403.571685	5937.33725	5662.031246	4576.598471	4207.831301	3166.374699	4428.338757	3199.381575	4519.862332	4242.566098	3796.409192	4524.380354	6349.436761	4891.118066	6267.477616	4243.332672	2998.696528	5867.74978	5481.252698	4821.354225	4733.637423	4781.753389	3227.623038	4868.433383	4403.952583	5166.053526	4390.990714	5511.194386	5749.168693	5087.259035	5512.2383	5122.40397	5328.681839	5166.70281	5498.018576	4400.526294	4085.124442	3874.890413	5786.300976	5459.310628	5345.477902	5382.558039	4518.227501	4435.740794	5740.767903	5401.94644	4691.950234	5021.120358	6664.942939	5622.378806	6687.036832	4595.076412	5820.324259	4505.229149	3875.538583	4494.759467	4956.426547	5306.922091	5249.388804	4191.567315	4877.665969	4610.813832	4956.087328	6200.348431	5023.527254	5290.187541	6256.850552	3997.518616	6674.622375	4475.687621	5195.360656	4521.491991	4712.70002	6400.549822	3801.06385	5293.327315	4715.538318	4097.003982	5096.610778	4639.107923
192.0269_21.51	100248.264	112162.5783	101283.2413	87504.47509	83109.09092	98779.20381	97869.76949	62028.61104	77060.99205	84140.43847	103823.7978	59888.46489	82938.84764	44108.44157	94771.01012	101358.5548	110236.8824	97666.37714	99938.23881	71344.89305	89465.1542	105679.0536	104536.9953	135534.073	101089.3059	73956.74461	86021.26154	116140.5294	110152.3596	93675.71615	88914.85865	94220.41842	100619.752	111952.0475	118644.8361	86150.90763	89929.70596	88065.11536	87722.33169	100606.7879	94296.54345	77471.14393	99692.8809	92685.43346	86092.02369	86916.48194	92895.27255	103861.7238	80222.59344	104787.2285	96269.9776	100245.0318	98575.48384	115310.6788	79530.2237	96238.49624	102106.073	90210.81553	96193.64434	97907.97865	85396.36364	93404.20846	72140.15993	108496.6888	86488.69317	117590.5911	117603.4215	88221.95717	88105.19673	88710.54352	96567.61192	79624.3915	111706.2324	91817.65665	69505.41781	85220.16259	80589.69799	113703.8416	71051.54645	111016.9126	87892.52668	126430.5483	119207.599	111298.7844	113691.0429	84594.91064	101851.2389	51781.43428	70789.69977	106531.3204	97545.8271	106995.6056	139633.0046	126724.7429	81058.03108	51012.59043	144073.4404	107423.7916	73093.67218	78272.59337	79071.21476	92807.9635	96069.52999	136045.7944	85191.1253	100315.7882	107504.7998	78237.58817	79442.72357	106738.4875
103.1009_9.64	95922.63612	120085.8068	119432.3097	117578.7396	111103.9952	198360.8665	132074.1592	153502.3765	111169.3028	110576.422	126486.0334	84634.69053	145172.1776	194114.3878	92533.25298	87421.95917	109519.1558	92467.45856	115103.5186	86714.23057	123065.9068	138414.5468	113659.9078	112696.76	84646.23091	116643.1419	101522.3504	103134.5194	122088.403	92761.9367	228641.554	101210.0078	113262.4931	144377.4772	109242.2653	119372.7229	97451.44975	141346.1029	99387.56693	79657.80989	124088.876	72804.32745	87275.06041	113108.5407	280076.216	104982.0465	125255.9598	122778.8612	112600.0224	127575.375	96613.24578	92100.63058	111774.8506	120352.8757	94245.60408	112565.7295	98169.90272	106814.5511	156780.1022	105627.6133	87032.61662	117128.5644	107260.6058	120547.2361	92782.99432	129274.8677	98491.30189	108111.931	104767.1949	104155.0578	128123.3113	104739.6053	110523.9157	124739.9784	95010.44793	162810.0663	123205.0628	87251.56337	111285.6284	114874.099	117830.6866	160803.3898	126001.0346	106762.9732	138246.4777	112116.5267	128891.9334	88390.58006	153009.3121	135065.1582	127964.5835	125072.1209	103757.0212	85385.66403	97712.51387	98658.67348	86967.91262	107237.6935	115104.2248	131223.3047	89772.02662	102876.1449	105554.028	121796.0663	104243.8333	117107.9293	103181.2056	74721.95359	104815.4091	100583.4924
174.1005_12.18	3250.390859	4742.251876	7829.339528	4344.184673	4203.86418	7112.78151	6270.652163	11964.33967	14186.70874	2571.878386	17059.78852	2683.857988	6754.758408	9998.876605	4024.589411	9735.999882	8827.013491	11205.54671	23469.93293	8443.916911	16292.06606	19499.41802	11118.55962	8750.601253	8595.827371	22892.04614	15560.13666	4029.565773	16598.41601	6549.247428	1915.712947	4807.050988	6417.13725	16512.84639	19699.92226	3060.768458	3889.161019	5623.671318	12746.54962	4354.138017	5294.129356	7309.73712	2715.458174	13114.46752	1052.426023	6405.636255	6023.098762	7211.610001	7569.412155	7899.039319	2855.35883	6987.047268	11591.94484	10864.43048	2773.870379	14587.08647	6975.709615	8807.744217	15004.34393	8817.254139	4891.438221	11793.35642	2613.966549	10791.40909	6199.997734	19034.17561	5847.866031	3309.477166	4670.467947	7084.341846	7682.588549	9422.378726	12952.35793	13984.37803	1778.826708	20299.647	7726.715126	2279.959495	3897.315181	5077.304534	8136.189062	7343.501914	8703.422922	6680.3576	8874.849809	9411.009637	12423.89669	4877.923551	16527.46557	14668.94666	5426.878004	9137.668051	9598.020551	12940.85497	11285.33394	1234.22029	8548.252031	4625.837712	7817.582032	5592.337897	2709.422965	11576.39163	11386.14871	11013.00614	9956.69966	6360.319499	4926.542751	815.4475583	3808.400043	4661.019376
75.0318_11.12	231331.6341	264252.5259	287962.7732	297411.9903	262896.8284	209426.1766	214814.2388	253574.364	236366.1182	193698.9236	287653.0876	252863.4894	253875.5792	260054.429	275024.0675	237355.5346	300552.4627	318857.6072	262908.7384	209706.0632	265437.6982	224548.6897	299938.8073	253833.1763	302187.6158	263817.5118	310691.1859	254285.7418	279529.8829	237881.955	360203.3594	278644.674	224991.5579	246378.0408	272267.7669	281286.4817	235753.618	275781.9434	263369.8247	283662.6552	244291.4629	210531.9655	269520.0693	250468.0171	433576.8077	217529.6474	240543.1245	289861.695	246324.1237	239200.8937	248298.245	282783.173	221306.6055	242085.1017	314901.2849	271400.8484	260320.9468	276918.1623	276505.8154	289686.2046	252325.2922	229752.1945	236495.8727	272762.2017	266844.2056	274279.2002	309872.7015	231299.0954	329156.1003	280534.7374	303574.3721	296960.3795	282929.6135	306840.875	283629.1794	265400.9286	283110.1879	229231.6316	269978.1006	243422.417	298738.1635	295404.7381	274810.7033	274249.1811	283095.311	247235.1132	253711.8773	244619.5047	245783.9823	274088.1717	284070.8134	256599.5575	244338.958	298508.028	297735.5185	225750.9536	251995.4654	327862.3479	287537.4096	244161.6194	1183389.825	328503.8364	269737.8233	337186.4165	288306.0614	300714.5396	251448.1976	189311.0784	198372.8831	194211.1332
176.0796_12.23	9715.44099	8244.021645	7919.523563	6483.982955	8209.331617	8623.328384	7984.613772	3976.670863	8668.486018	8112.218116	4015.246687	18636.22326	17774.84204	7374.198114	11263.03358	7584.374494	6054.816941	2123.294958	3372.052484	13844.95655	3851.076813	9635.399406	14903.44935	9280.45224	12471.10184	2586.944936	8172.483059	10657.35465	4369.860592	10064.43672	9063.022422	14886.69003	9836.392638	14303.77116	7443.205133	4666.1851	12922.73004	4727.029939	6476.926033	11578.89193	7150.252177	12180.35179	10343.66133	8798.13803	9900.913639	10377.48472	4471.144549	9187.619755	8116.238842	5698.64283	5091.946088	8304.054648	6336.40219	9566.088547	9087.502631	5954.029699	3734.375331	13818.5007	2415.559512	5951.994577	12104.94331	5854.080009	11712.77877	8957.8327	10921.84933	3421.723975	3522.361024	12804.66185	9808.880352	11406.50402	6823.200542	8716.786159	7472.318266	4695.70452	8737.595067	10131.07853	12426.04056	18045.9068	21401.75637	12343.12336	7210.344278	10234.87213	9333.8085	9034.034391	8559.276634	2864.925466	8096.055941	15210.85036	5530.67825	5164.751147	6738.744488	5947.392821	7345.209901	13809.90793	9799.203448	11912.96955	11440.642	5376.261899	7279.268192	4509.684042	8229.954783	5612.6029	6513.938684	6932.838677	4814.588382	4591.96514	7328.011278	10884.36721	9896.997328	7995.325224
69.0584_13.33	69519.18669	83887.26502	43427.94351	60659.85163	64767.15352	73675.54048	89368.7878	53208.96999	61951.52994	79063.83026	101435.6077	65996.10693	90039.78934	93727.72737	96119.04474	62462.31979	64121.11877	53699.38705	55505.59353	50564.28479	92240.83514	82352.47162	60975.4161	46838.0824	70819.05436	71703.14296	73242.23114	53860.21153	62300.71897	81781.32503	67951.25128	64554.8209	78626.04221	65129.46508	50041.06659	43102.17171	58045.48343	79551.02256	63746.12962	45806.73414	51999.22041	48665.23421	50893.53199	56726.88247	88035.35523	65333.91437	60270.04622	76201.09779	76609.32876	46866.20006	80250.6181	67128.75854	45025.72789	101890.3513	87637.66818	91061.31641	43552.96541	77447.76188	55673.93348	103361.6489	84205.7477	74164.47258	58920.31463	58446.99573	66510.22757	46516.08118	66408.0231	64479.89991	55669.644	59860.14981	66028.97258	49959.38597	53406.17703	64573.10318	51521.7785	64309.15133	113707.126	42443.46299	83754.52163	54827.87986	78476.3063	80759.66526	67611.63359	59312.5635	78283.26969	52132.48688	60466.41014	52011.88863	64573.07136	52719.25695	80188.96577	54453.13291	39417.99975	58638.43574	70680.01136	68844.84142	57163.91238	59203.11895	60293.08336	76569.83524	60759.76334	62964.6157	65149.71537	58820.59503	48707.55757	52191.18805	92727.90984	49679.84948	68544.14619	45331.40708
