Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
198.0409_21.55	61844.04462	82929.22501	48512.5633	59093.62114	55319.66715	45932.01203	49678.13496	45948.58135	46522.15316	51669.85934	34374.35042	44659.8874	69074.72341	52930.30165	66871.19607	52855.9194	59402.02656	73357.95197	43130.09358	48625.99523	79004.88427	86310.5168	62622.36281	55236.80677	33758.93338	64133.22549	44539.2243	83168.74888	60826.28257	67849.16839	81622.89525	64502.80545	68741.5534	64948.44866	49763.69443	63605.47672	62300.64026	41553.83781	43615.25498	65364.60025	62796.26193	56689.31872	67850.93822	60186.63551	64710.36814	31366.51937	50359.36608	71448.92766	45257.94647	46190.77191	51859.61642	49049.87486	63293.26379	64714.94706	59306.58812	64555.76391	47881.96992	50909.19514	40868.53806	54280.99851	66531.45448	68076.1397	58186.54413	43707.59123	45534.6953	48118.83712	74515.48754	72494.92156	57119.44472	60490.67049	28113.74411	41116.12325	47427.28958	47053.55905	36698.8881	61879.20712	53608.79346	54744.94701	55200.11045	45104.46342	54034.23338	83368.8727	66689.76992	52830.01034	51390.36136	45345.65894	74777.88761	61990.79258	82847.49096	49962.57404	59463.00119	55118.94996	51700.44561	75064.10315	55437.34892	68305.14902	88146.791	44430.52267	73267.30677	40157.1966	60710.73312	47860.49439	41338.52722	47967.6625	39094.02323	43469.97964	87361.20926	66446.4636	72256.54017	68807.40077
218.0369_21.25	26127.04418	20830.02496	28320.34115	21343.69782	26636.83482	26440.7952	21111.22406	23381.07672	23811.19809	23834.33504	29171.00093	25872.25672	33856.02506	24293.77765	21131.97975	25313.95287	19637.74415	34704.92645	27392.22064	27599.77314	27054.55858	24112.76906	19027.17876	27634.11642	29690.72465	20937.21439	22088.54155	23310.84448	32292.76788	22325.5309	31213.39717	27639.60672	22911.97012	25974.15743	22621.46521	22553.06943	52977.89899	31847.21069	29347.88378	28220.55816	21041.03808	33529.63438	33720.08664	19186.30761	33743.05317	26087.52237	27202.74025	24235.67736	20166.26218	24981.11278	24787.16104	28070.26456	23665.17945	26235.50005	24395.46869	31437.59585	18584.02983	20294.61111	23488.39331	27397.95131	34731.66537	28097.30201	29167.5188	24506.9017	27877.99785	21891.92246	29084.78039	22060.81402	29486.76918	9369.493843	34839.06098	27626.32597	25191.82851	33069.13839	30728.96731	18997.43555	30851.85772	107250.4313	24509.41675	21232.55772	23424.54055	33911.52095	25355.1961	30376.10149	27880.39956	27345.38047	25463.77704	19854.54398	26885.9088	29635.36792	22846.35365	19588.94696	22993.84912	24391.7192	23690.87114	28209.59195	33241.9755	24497.5443	26307.4056	26895.52841	22100.41047	34682.50174	29747.167	26126.10929	21706.59141	27362.20736	242852.422	42891.27981	28702.43043	16747.53266
132.0525_37.64	10836.17504	9867.13552	13946.41564	11689.44668	10535.16071	9131.603993	9406.557221	10523.88786	9047.44747	9506.118892	10139.59492	8971.059604	12005.72768	11321.17129	7842.524878	10877.95196	10175.32391	7905.715123	7522.269203	9704.764431	11163.34581	8949.649494	9224.150338	11455.70609	10144.97611	8900.383495	10342.5884	8961.925028	11706.77698	10406.86683	11460.39855	7876.72977	11321.16909	9513.932563	10446.22164	9800.458547	10944.53292	9710.723304	7979.244087	11198.57106	8386.072953	6682.033963	10598.3108	10679.10581	9798.004893	11432.99328	10584.71779	11523.15985	8696.709079	10596.48796	9397.574728	8233.243624	9820.50731	9318.916852	8003.514694	10459.74865	10308.1051	10204.32537	11909.8608	13913.20518	11299.53707	9961.322734	9493.4549	9457.166682	11292.22088	9609.720512	8842.486043	9373.919	11634.46916	14168.3801	11702.84998	11441.70995	11596.20251	11658.03765	16055.67215	8808.796639	11068.38763	88428.84487	10434.35286	8146.201577	10007.91415	12209.11105	10322.17063	8025.11197	10863.51598	10404.55099	9028.428454	9746.690747	11603.32946	10545.29331	9847.019437	10266.41992	8774.973815	11500.2949	10519.99557	6828.435984	8196.728868	11652.97387	12565.57006	10035.87331	9207.188695	13651.02513	9242.167176	13043.6986	10466.35242	10926.81695	330913.9644	6761.431138	7884.698495	8565.718984
314.0649_38.45	1227.489467	1142.055249	1507.636241	727.3741523	1064.059273	1768.297409	1081.567036	1437.822953	1114.513	982.2775965	1216.125255	817.5413349	980.6890319	1323.733555	893.6225323	1375.688435	1080.769423	841.4815325	1136.954102	989.9764924	1061.858116	1081.291528	722.2706274	1174.334217	1087.570564	1045.860629	1059.412843	693.7048908	709.5858754	1048.493049	1061.035996	1068.104121	1330.519809	1485.519907	862.7066234	1072.950049	1401.598164	998.6048547	976.5995508	1004.991026	908.3535263	780.0323915	1104.135819	1326.040484	1107.612509	1234.164201	1086.984299	1185.93059	1189.509189	1078.63699	974.4224433	1071.62286	1136.928721	1202.809476	1138.953171	1309.903799	1107.420496	990.995604	855.9411849	915.2014438	1190.162456	1413.789739	1003.340019	1162.982069	1047.995465	1094.973123	934.514265	1117.30703	2378.101867	1305.919464	1003.241336	1094.691482	1049.599407	1279.029097	893.6281837	1010.463444	1182.455151	1397.04747	1047.235834	975.8169057	1062.117512	960.9718731	1013.296411	680.8891833	1029.631969	962.9348265	1162.787173	1248.850214	1281.816487	1006.256111	919.7724956	930.2891594	1023.041498	611.5859654	1300.147287	1394.44761	1040.250531	1467.205262	1255.936932	1322.680736	1086.803584	1051.748303	895.3435833	943.1602926	1116.642133	724.6075144	3069.09714	1165.650245	1237.477151	1325.904795
390.0234_20.61	3467.061266	3870.809096	3344.531874	2817.728474	3646.698039	3776.671953	3542.011961	3230.31679	3933.561145	2792.033162	3044.990278	3687.961849	3709.20531	3612.921605	3163.220771	3043.645639	2855.083411	3757.02302	4741.092875	3085.265323	4101.67736	3948.61093	3661.607607	3255.501918	3906.880742	3806.538489	3273.777915	3540.064751	3266.591588	2316.913911	3797.164005	3006.714906	4101.942024	3967.792146	4466.542734	3097.987304	5006.701886	3261.092434	4427.225866	3256.856771	3177.319335	3593.691653	2033.75157	3488.13127	4031.629792	3353.596449	2879.350931	4028.126483	3650.035865	2637.945717	3448.798881	3983.1732	3279.899325	4427.897805	2771.718087	4009.157699	3706.844911	3743.830267	4046.563278	2848.036811	3802.797281	3802.009847	2642.993189	3996.68009	3314.088926	2978.241219	3977.758316	3838.506989	3159.730186	1169.973235	3812.632761	3021.908109	3611.382413	4680.522003	3168.056666	4116.732671	4411.582249	3842.167682	3252.826799	2417.450799	2816.276835	3022.740535	3556.681569	2856.091146	3637.924612	3928.691485	4085.918614	3955.70129	3791.494379	3527.81448	3528.902675	3326.175942	3863.350457	2714.618119	3567.314372	2829.118006	1759.355229	3907.490626	3590.557433	3241.250152	2629.582	3585.404912	3501.187348	2727.367302	3238.503606	2950.648639	78567.67893	3082.300894	2995.472788	2402.853551
314.0789_32.7	859.8403981	1056.751945	513.1798482	692.6082896	652.7727442	912.1493175	1061.272843	559.3262153	604.7083983	892.8831134	1458.352672	681.2062566	1196.747942	1260.534861	1144.926572	697.7514708	735.1291763	749.7257452	552.177336	510.2490883	919.4305203	1058.364965	757.8480324	450.2070332	793.9979377	975.3043096	890.5812806	596.7611096	805.1739231	1060.804689	864.8559544	822.8442848	1017.442461	745.851831	507.5617952	436.6474491	506.9684176	920.1402847	584.6069306	454.6009732	548.9636149	571.228714	463.3326341	688.2735514	1099.755509	760.2695395	646.8784698	997.3481126	848.6668853	472.9684414	941.5933229	920.9458335	435.8604299	1473.800958	1041.153602	1140.187116	438.8910028	1002.125966	577.0877704	1387.446182	1093.299467	848.2161894	629.7735114	607.1786901	843.3734824	473.0265313	700.7427312	724.2483969	631.9107432	1346.74943	894.7987151	455.1862854	573.2125053	709.0128406	563.8995862	784.0361274	1832.982256	549.2020037	1032.835957	636.7774469	886.1361121	843.361392	836.7517162	580.6508378	1047.894392	485.3192058	646.7895468	553.2536098	770.1567971	546.6951436	946.3650141	561.5608392	395.9952249	602.5532322	896.479825	716.8015551	562.087393	625.6497751	602.3714394	847.8779372	735.1820741	763.7475308	660.1231203	643.3174629	597.0551172	617.5092852	3221.072537	520.6666609	780.7425714	513.9323596
254.1018_21.26	9076.718085	8659.651898	11203.41107	8454.524414	10133.01713	11045.00927	8651.395002	10873.53923	10452.91153	8602.014137	11441.48135	11786.06811	10592.96125	9299.392383	7900.441402	9254.08596	7757.015544	13897.10677	11069.91758	8341.885522	9046.789146	8676.75625	8919.738472	11534.69099	10983.35294	11670.75967	8396.227493	8943.773793	9784.341926	8584.644308	11736.55582	12061.9308	10277.57302	8639.301927	11180.06608	10395.98652	21817.90551	8123.532194	11619.70351	10773.54229	8049.664139	10907.49146	10064.10833	8481.015342	10583.81624	8716.893224	10330.16584	9110.856357	8730.223959	9223.22207	8253.740201	13459.56591	10035.7662	10820.25659	10614.89523	10410.79697	9187.617503	10485.62424	9719.943865	8166.227322	10847.78803	9796.600649	9082.549503	11465.03019	10432.5768	8758.15756	11480.71359	8350.472649	12177.36914	6143.908653	14046.34772	8085.447656	10561.77672	15694.71405	9575.294184	9598.681441	12240.98977	39988.04976	10052.32539	8807.290762	8542.591813	8335.262479	9875.189548	11682.77888	11060.86962	9902.427837	9839.829167	8953.573382	9864.024697	9943.719344	8641.266435	7733.98011	10091.66965	7994.188768	8394.818818	9811.714238	11692.77183	9793.045871	10689.53489	8971.25789	7846.683085	9528.214856	11820.24425	7962.449501	10129.83628	10116.13543	107858.7285	10809.90728	9773.799464	6838.461426
117.0788_43.34	38664.24028	34369.74796	36770.32715	28296.6434	21434.11244	49210.70139	27019.77255	32577.56844	28037.7739	29579.36014	46726.4473	30130.15333	36052.05961	28300.72719	27926.09931	45124.95286	35532.74848	27067.34042	26343.63632	27357.05687	30733.18697	36113.15121	40408.53701	36300.75619	35346.88028	38673.24686	33739.60254	26822.09608	38403.45273	26296.50559	39505.0884	37613.25579	40126.80394	48070.32108	28160.2334	33036.62724	26881.50791	31808.18647	23287.41985	31494.76882	35378.23135	21802.49845	35516.62811	33738.93048	37576.91673	33787.42339	35706.90237	37093.12904	33958.2672	35733.17308	25463.72058	38630.73748	54276.78715	35159.78575	31078.17059	38982.05454	28156.333	31448.72794	29155.5276	27669.85725	35923.4972	42796.93587	28143.77241	36265.07425	36998.58954	28734.06799	27184.66479	40507.98443	30045.54803	50744.12184	34930.32801	30127.44717	36134.84109	39010.45357	30141.12379	31786.15248	40992.74016	233765.3142	39961.26488	33773.4591	43061.98952	39691.79386	33609.34907	24088.63108	37922.38932	28571.43241	33122.62515	39294.2347	35918.39358	33715.05628	32639.62798	35229.16775	28820.50252	30576.18439	32428.96991	32905.96151	32735.69153	30315.12416	29443.12659	32557.51998	36557.64674	35609.3213	29907.23629	34258.57305	28470.46343	31521.90071	52757.44904	26111.58343	40282.40993	30254.04123
437.8445_12.09	1386.726079	1713.381107	1704.009219	1385.078198	1839.765233	1740.190033	1633.588769	1686.950629	1915.887468	1293.109415	1663.152168	1804.080202	1882.640929	1696.557151	1839.237739	1674.211991	1368.534613	2013.822334	1782.75711	1461.107054	2000.765132	1902.609405	1776.793622	1936.94815	2409.01506	1478.111895	1697.060392	1926.887049	1568.415331	1577.267078	1847.563544	1500.241387	1782.717213	1551.193232	1690.197905	1746.901045	3098.497074	1653.795317	2280.912188	1782.192668	1565.872034	1735.738783	1589.416544	1436.903195	1789.227067	1699.727143	1711.643052	1706.219467	1651.190426	1601.108115	1840.432762	1337.84652	1792.224654	1979.329382	1885.827666	1798.195571	1548.530327	1546.186381	1762.740885	1502.620621	1939.776834	1631.181369	1472.185317	1670.584398	1405.598624	1549.139198	1951.515885	1765.857608	1566.602547	725.6695082	1798.868389	1774.342627	1848.418338	1950.66028	1768.808269	1691.957051	1733.962066	3600.503906	1591.284091	1484.239837	1580.649746	1625.056833	1660.078469	1929.391846	1365.104872	1824.739072	1967.684324	1473.600398	1485.304826	1604.75664	1806.008239	1595.261347	2055.185841	1477.32221	1576.666712	1972.257365	1947.110432	2105.795854	1634.865351	1929.171991	1623.340292	1758.00771	2212.0426	1447.98597	1677.053879	1934.25458	31147.95165	1788.832961	1729.970596	1361.35187
116.0474_11.97	16156.47596	13594.40172	8892.941362	9037.732706	6293.541352	14401.04528	10388.80632	9769.162925	10812.90697	12912.1218	12463.60039	10347.0347	11693.54385	10576.35424	11193.67704	10603.61455	9742.748972	9975.593373	13277.0488	14641.7245	16048.5519	13451.0644	11775.31016	12603.33314	12484.01801	11119.10695	9201.234066	9294.247948	9552.009939	8808.217521	10645.66902	9426.918544	10812.16813	17788.45699	9963.008208	9697.364344	10296.71983	9038.880473	18934.99541	14656.03336	12424.48579	9535.931425	14789.94184	10855.94066	13915.35865	14481.84255	10886.81731	11976.37459	10311.29762	9383.275074	12403.71745	10818.62633	14013.37542	12714.20116	8727.350425	12173.66664	8558.376621	10165.10452	8042.344884	10864.10603	2734.558233	12601.90557	9338.166281	16189.50412	7591.47919	13002.70247	11392.43107	12708.18316	7471.502615	12065.94981	11436.49151	11142.38314	16742.10442	10293.31635	12982.55495	11916.54072	13899.89844	18690.05572	12089.27406	12470.05379	6882.04966	12075.49934	13396.72136	13201.63238	9262.418128	10332.04201	12342.91767	11582.3785	9607.152195	8937.469867	9424.960624	10664.51488	11539.7681	10347.82401	12427.34751	10834.05785	16233.17295	9618.766026	8880.058741	10669.77064	10603.24282	15221.76735	11740.21532	9622.151242	10871.0988	8164.477195	242174.9893	12076.93205	11083.92179	10246.17047
224.0884_21.17	30045.92196	13544.76036	22347.00962	30737.08725	10604.62237	34761.13976	7156.531235	9622.095785	11809.63994	29084.42741	21101.26951	5010.839245	22325.82035	29377.87759	10241.23275	22274.92033	23982.11706	12940.3775	30119.00127	38422.24021	13896.80699	12075.76987	10461.92929	10776.72428	4945.240284	24687.1449	7473.365798	13124.14942	22501.34095	16760.09965	21709.1547	17213.96254	18485.77523	11051.70577	29441.71347	8084.853228	19456.63763	22100.8466	31727.2792	11651.16167	14384.172	14383.88815	13143.2618	26698.30887	16422.18417	20060.31426	8048.191578	17810.63783	11040.06179	9986.752048	14678.42058	19625.51254	6484.363383	15206.27444	9983.435798	19022.92857	15024.76482	17805.06543	10229.4584	21737.35242	13393.64552	10435.05908	25289.835	18736.63729	18721.1364	19744.15228	15628.95383	5236.139647	12441.82908	52897.48767	27821.63058	16709.95279	19037.17781	31245.7933	11346.19368	9472.781847	13725.11483	224887.4776	21853.26941	14376.13816	14345.34761	24651.74721	22569.95113	40900.01218	20552.17781	11448.66832	13420.18256	23958.46473	32938.6753	23134.52672	6644.061363	12832.12415	3653.127399	29416.87245	25132.32395	10740.93634	5439.254803	12853.91739	14322.85722	13689.83034	5938.870129	33314.16116	15025.30774	24066.96551	21367.30382	6710.071512	349735.4956	17141.32739	17884.19076	19678.43554
184.0246_21.55	15419.52491	23069.542	12650.9514	15596.21053	14824.81484	11513.80264	13553.01262	12317.92785	12354.78821	13525.69372	9107.72051	12190.72646	18179.31004	14208.10495	17285.38493	13254.58956	15571.57099	19177.95542	12023.49653	12973.79013	21563.25224	22338.78093	16956.86505	13371.74336	8965.81408	17126.40164	12078.01909	21971.54463	15874.13681	17265.24927	21683.76093	17095.55065	18919.63757	17230.13597	12693.56535	16686.16909	17927.52088	11321.07062	11296.37198	17858.62573	16445.27131	15620.11019	18731.78152	15549.73917	17381.5022	7950.350036	13280.14593	18568.89435	12105.49799	12349.31777	13299.41282	12957.12274	16879.48676	17455.6721	15249.24471	17637.71605	12998.98564	13111.11131	11038.23901	14492.33435	18127.6084	17281.06602	15382.38659	11332.33353	11915.81906	12399.79948	20172.77193	19737.66431	15147.41063	14734.95596	7657.405806	10354.89949	13005.39527	12216.66876	10175.14773	16025.12735	14405.18081	13276.95537	14879.55318	12107.90715	14233.54313	22859.17967	17280.46658	13672.71922	13634.14869	12037.64772	19990.668	16248.84117	21182.07361	12872.49277	16271.18603	14273.31346	13536.82905	19449.31313	14097.27697	18730.30749	25445.07743	11273.81953	19660.74309	9890.557712	16729.02871	12277.3121	10945.83458	12493.93132	9734.024857	11483.13209	13791.98421	19022.96692	18568.39697	18452.46979
255.9984_18.47	6875.459271	6672.7949	6659.723	5159.801494	5069.166018	5518.315855	6265.008682	3321.860494	5380.810207	6144.684778	5861.989809	3962.478954	5590.053789	2959.038965	6063.622199	5893.658159	7571.921469	4810.183633	6895.299762	4779.5248	6141.93278	6863.538409	5495.29926	9253.02508	7063.984694	4476.23787	4935.941456	6623.375321	7050.359985	6538.044063	5674.192242	5423.545841	6157.560607	6914.701238	8299.937936	5682.274796	6497.137427	5799.326648	5721.573134	6488.648397	5495.398707	4927.783385	6590.641035	5467.043141	5147.585803	6121.026718	5921.298358	6192.333771	4647.487899	5972.917093	6597.858943	4961.243697	5915.679414	7142.140409	4665.815409	5980.592578	6241.184745	5405.982384	6008.208839	6264.480474	5592.266286	5090.548403	4750.431146	6031.235216	6406.734122	7136.045094	8040.190979	5641.368476	4620.188753	7698.823216	5468.003347	5852.69367	7232.317795	5944.455992	4520.997693	5295.636078	5416.790985	9979.08314	4821.181831	6623.641252	4751.845152	9031.469762	8388.799418	7532.334981	6216.984537	5436.722193	6518.564925	3363.053813	4472.514592	6284.176304	6568.920563	7032.960167	8314.612434	7555.13349	4754.576494	2749.480384	8620.609136	6560.157632	4565.37338	5608.246816	4293.404485	7580.218061	6153.248722	10233.19103	5256.620272	6169.949067	95539.40535	5792.050569	5159.584379	6406.824314
388.1215_21.25	5790.479597	5331.187062	6628.150655	5458.242442	6017.320375	6069.090252	5153.869654	5460.233929	5365.525095	5321.397898	6255.510005	6230.882777	7199.011473	5805.176222	5462.615617	5722.413735	4883.97857	8612.197137	6335.830267	6779.210336	6235.47742	6722.607846	5445.369457	6083.258266	6288.704146	6442.150248	5212.949657	6410.328567	6631.428125	5286.507722	7516.807843	6597.453004	5893.694497	6242.295197	6070.63383	10411.34798	11085.87874	5785.641651	6860.223787	6265.721236	5371.248449	7267.243295	6526.124718	5990.301919	7517.848974	6313.689862	6151.465146	6427.962392	4907.552941	5941.283319	5706.032685	5736.499715	6364.776052	6935.426854	5888.072291	7050.625357	4838.698402	4713.142655	6236.440131	5904.518292	7179.835619	6328.289454	5872.109092	5742.423461	6012.426475	5389.913153	7424.013467	5426.520508	5260.798388	5085.99774	7358.438621	5893.47029	6068.058819	7775.453192	5664.715669	5650.673064	7226.637922	19537.07658	6628.55271	7944.599757	5402.779368	6366.349106	6750.255095	7121.067608	5440.973154	6281.082701	6277.275974	5594.29617	6813.220253	7041.333491	5651.295512	4896.963905	5534.489899	6385.627203	6599.301979	6459.987439	6749.661102	5937.825302	6105.811755	6189.607107	5461.352079	6825.676493	6446.865525	5626.06428	5503.19871	5705.374587	32601.8436	8476.023035	6897.631946	4924.527812
211.0243_35.62	4530.926063	4709.173318	5428.702896	4772.785793	3808.535118	6018.084112	2922.712821	4128.87417	3906.11892	3785.667525	5296.366114	3085.163518	5868.283711	8881.628054	3826.74603	4241.472881	4082.926847	3410.993801	4110.569261	3603.65578	5101.800227	6380.003788	4479.337425	5221.470754	3794.934236	4397.178534	3746.301513	4379.512317	5200.663869	3684.467639	5806.634078	2967.461831	5561.457047	5066.854653	7307.820866	3419.258277	6293.44582	4956.549476	3179.305993	2812.86165	5666.42795	2790.745201	2133.90446	4285.028352	10962.67661	4658.873519	3210.525855	4523.544698	3778.200222	4268.43231	4078.521567	3453.471035	5612.739437	4707.959803	2968.247124	5740.586699	3666.106985	5343.668178	5395.646117	3552.433077	4658.206058	4741.211908	5699.963015	4921.694093	3977.586704	4698.6348	4395.656902	3667.442948	2245.901031	5050.03915	4674.089636	5200.554191	4561.989804	5175.51892	4316.585828	3338.48962	4782.563082	3479.637632	3576.729099	3126.236129	5209.52896	5862.268778	5993.941776	4847.273764	5252.640165	5266.026863	5921.508824	3735.406852	5481.795708	5627.021223	4276.228963	5055.444683	3539.460679	5992.926382	4922.117432	3181.850849	1605.282692	4911.865733	4956.447752	4842.285976	3489.229146	5234.676732	4020.714937	5605.161498	5111.143905	4025.253699	81466.15782	3316.115739	6632.434213	3348.906076
118.0256_20.66	32992.5114	35772.23668	32021.81516	29704.52181	34772.33107	34944.46457	32577.73694	32589.68933	36411.45145	31026.16599	31578.41292	37156.19467	37775.89356	36626.12402	32075.38694	31579.62827	31227.32428	40008.86834	41760.56216	34081.44663	38720.01914	35710.8694	35469.79764	35615.76639	35608.27413	34972.74383	31330.59583	35813.51384	36095.93392	26227.80102	39523.14445	30369.75584	38928.03801	37405.37304	43703.24475	31064.78395	57072.34386	39629.4437	41978.43879	36787.58601	29004.18011	35110.82213	29187.06677	31319.50445	37706.05097	33441.01681	29499.25581	36825.92508	33167.09741	27679.90824	36046.16967	33651.71392	31333.63162	41559.50171	30482.51976	38092.94419	33424.62574	33292.00427	36594.89411	31977.82324	40446.9333	36850.93038	29624.01489	35700.54824	34375.1559	32237.33631	35626.8683	34302.88175	30951.41785	23898.8263	33029.21581	31169.95365	36422.57098	42346.47872	32679.95756	37634.97047	40780.72478	74530.87741	32260.56697	25873.27505	29585.95079	36634.20601	33175.75415	34277.66727	34888.88838	35054.97825	35962.36198	36882.77213	36486.27298	34688.44731	33111.13378	31530.1133	39562.43651	33553.88779	31763.22001	32702.21835	27183.41626	37157.32467	35670.38982	32101.28765	27701.651	41185.29152	37473.47715	33473.50903	30958.97828	30501.36461	198946.0346	34226.26752	30561.46106	27551.20322
511.859_12.39	4503.158757	6807.320008	7103.747246	6023.978047	7035.609942	8824.080452	5160.904611	5723.079897	6618.928015	6911.196796	6585.398124	5231.475786	6615.975994	8124.216072	7929.650818	7300.210139	7268.148948	5843.368177	5632.623288	6860.890984	7483.202413	7869.514819	6693.974072	8136.545245	9011.307446	5069.996035	7402.037554	5794.827793	7635.654622	7106.346564	8283.636336	5942.750752	7496.611275	6900.010188	6281.410088	6513.291191	3171.950394	11123.08287	8290.174405	7366.169038	7306.993981	4903.786437	9658.193074	7271.284209	7904.470849	9115.198328	7506.676174	6857.266771	5633.652246	6234.759552	8808.625768	5767.524319	7854.130738	7505.346327	8156.546146	7737.020717	5040.374899	5652.555258	6820.272443	6557.21989	6351.180301	5731.112079	6262.787309	7636.038787	5690.230701	8885.617186	8778.812016	6741.855675	6741.521716	10989.38911	7081.358546	9101.696943	7802.63373	8412.911248	6235.140891	5272.309863	6202.230633	42356.74527	7635.749003	7348.893855	7107.27416	8137.403143	7609.886367	5793.132003	5800.125834	9268.652844	8392.785253	4745.987822	7299.670465	6009.749988	6756.915256	6791.346211	9130.254342	7114.411902	5692.823077	8009.499673	6880.703836	9743.984806	6611.77778	9680.063485	7243.902108	10674.32464	9322.130406	9154.652208	7718.84075	7991.197412	154525.1293	8834.414465	5807.883137	9274.195145
132.0387_21.45	5550.090025	5446.095004	6908.057339	5450.829104	5777.056953	6082.255502	5734.879168	6265.54207	6379.768048	4770.145606	6464.321615	6167.641686	6553.293894	4971.199565	5208.150874	6360.512932	4765.516182	8498.357935	6101.968016	5853.822196	5491.312399	5849.830617	5278.037508	5995.797886	7173.185667	6385.759287	6085.778653	6256.541091	6530.760256	5421.977091	6679.819501	7155.622599	5678.589934	5815.698953	5514.156061	5693.024703	10718.73845	6005.632545	7556.197278	6053.311331	5502.251214	7382.030576	6304.423371	5382.868135	7389.086322	6200.143081	6340.739664	6390.093851	6145.674636	5153.342136	5611.703774	7049.952337	6208.756316	6631.304511	6353.133418	6576.060194	5385.57282	5552.765649	6303.485369	5294.584897	6900.092415	6405.995089	4937.017259	6451.930427	5491.53332	5714.528146	7138.456617	5756.060296	6457.99804	3293.399373	8115.591158	5965.217413	6541.46906	7180.585349	6347.612677	5960.962682	7009.60816	15587.63177	6622.521551	5514.538388	6102.354643	5587.959283	5993.944491	7204.214495	6274.950717	6214.401254	6258.532154	5245.707866	5294.242101	6537.344788	5463.73188	5156.194078	5850.37003	4820.610175	5930.716419	6487.788135	6720.574292	6172.043078	5634.899587	5710.774185	5717.183266	5653.885956	6877.455669	5122.016555	5547.389009	6637.315715	142943.1351	8124.505724	6671.69971	4433.605705
363.0862_21.5	12023.10296	11816.00632	8940.174013	11898.12387	9898.837972	8769.252615	9305.616596	9501.248695	9742.926721	13375.10297	8240.242463	7842.83657	11430.42796	13082.98941	11110.09731	9031.022896	13380.81272	8759.20756	10126.23051	11572.98356	12601.08048	11745.69784	9527.740846	9954.886848	7538.45571	8231.089648	8960.689837	11026.47913	12936.928	12067.41632	9970.456989	7479.975337	9995.0478	11478.36616	10064.99505	8790.515691	3986.672182	11803.46132	8850.254405	10378.73586	10516.26319	9836.640942	12500.39615	12150.43371	11273.45087	9815.170118	9405.237294	10416.99735	8534.58398	10030.41069	11070.44564	6882.359341	11420.29632	8834.21846	8794.933958	10438.90602	8569.592103	9119.912458	8196.674853	12977.13928	10754.15239	11656.90782	14234.06736	7534.076294	11732.53321	11975.96313	9442.798273	10251.69989	7648.009572	17493.03288	5230.608474	10215.90971	9821.42819	8104.765049	8833.458406	8883.0252	8711.142801	3801.661678	9742.810792	9490.94077	9328.293426	15673.79963	11559.66273	10026.9518	8857.939994	8924.596903	9560.148535	10539.73123	13339.92504	10200.58826	11022.6872	11161.64733	8259.62889	16013.68032	11323.28085	11886.00736	10597.24407	9465.307009	12403.34832	8812.117645	10978.17467	13186.63353	9777.709339	13309.10425	9865.773707	8195.015881	2080.393392	10769.335	11578.73833	14121.26732
270.0962_21.17	31900.26876	16483.61713	24830.30709	31953.42328	14414.77218	34293.366	12833.83665	14633.0199	21552.78896	30270.90277	25081.10538	7582.039998	24209.62504	29840.79191	12743.95836	23320.04923	25340.8937	19916.08841	31299.08894	39501.21629	20766.77553	14979.9329	14047.39112	15261.00997	7382.17944	29792.25789	10017.92305	19988.2177	25548.34381	19230.50823	13201.60073	24286.72335	20692.50172	14383.23287	31990.27576	11204.84131	10615.08375	24477.60402	22050.02469	14340.93098	17891.47864	16570.79731	15389.04778	28605.07556	20366.13196	22161.24985	12277.85082	20235.81992	13248.491	13141.16465	17353.75145	27386.84017	10016.4812	17264.94881	15705.39144	21458.88842	17002.8378	21123.3861	13146.44029	23905.56161	16330.90588	14075.60913	27012.92487	20759.1047	20871.54299	21361.34958	18396.37873	7975.169636	19883.97518	47764.32298	34319.48361	18731.56719	20275.3958	37690.76373	15253.41951	14428.57602	20030.45162	47254.21056	24153.4896	16721.22488	16662.90545	26699.41088	24659.83361	23437.96152	27898.52367	15367.54025	16085.56845	25918.1368	35148.94655	24367.42195	9817.186095	14980.30243	7003.946839	30724.3784	26787.53095	19510.04345	9472.535003	19084.37959	16754.20399	17523.5465	9160.032742	34759.99065	22525.34544	25865.84074	23324.28296	9167.333424	33499.9451	18919.25532	19564.80449	20709.30144
