Mass_MT	 C1030	 C1131	 C1133	 C1171	 C1204	 C1222	 C1229	 C1238	 C1306	 C1317	 C1331	 C1336	 C1366	 C1453	 C1520	 C1538	 C1539	 C1548	 C1556	 C1564	 C1768	 C1782	 C1937	 C2002	 C2158	 C2188	 C2218	 C2226	 C2249	 C2259	 C2275	 C2284	 C2289	 C2296	 C2310	 C2312	 C2318	 C2319	 C572	 C578	 C615	 C624	 C628	 C636	 C668	 C726	 C756	 C772	 C791	 C820	 C841	 C842	 C877	 C904	 C947	 M1044	 M1078	 M1104	 M1116	 M1120	 M1145	 M1147	 M1176	 M1202	 M1223	 M1239	 M1272	 M1294	 M1309	 M1322	 M1344	 M1361	 M1380	 M1518	 M1558	 M1605	 M1680	 M1682	 M1689	 M1787	 M1794	 M1843	 M1860	 M1884	 M1986	 M199	 M2050	 M2058	 M2105	 M2126	 M2178	 M2195	 M2220	 M2253	 M2258	 M37	 M393	 M489	 M516	 M538	 M539	 M637	 M759	 M796	 M803	 M881	 M908	 M913	 M962	 M996
569.8243_12.37	571.1312074	763.4070038	908.3224453	699.7502293	818.3654705	978.0393874	583.0856838	600.9639004	739.4642034	748.3914483	819.7801114	652.6830055	801.2874335	963.4252415	934.6781045	891.9810751	830.4237798	722.8226718	739.3827828	795.2733543	818.3733715	953.8423485	800.7223871	993.8140283	1026.789305	697.3598508	944.2902562	649.683641	839.3849592	862.9947428	1023.546921	765.8562975	938.8352746	828.9354784	738.739178	790.7948225	1833.792172	1204.545497	970.8254315	877.4566045	860.0869119	597.2319547	1053.545333	821.1898364	885.450684	1055.008629	901.7889022	829.3289463	666.7335911	699.0672098	1065.283654	731.3601913	950.4850982	862.2685689	940.1654205	880.1777087	653.0850112	720.5272388	820.6460763	782.8361687	749.619243	699.4097704	714.9884616	913.1289951	657.1570139	1024.760755	1090.688767	827.8031267	886.464241	1099.340813	889.6776947	1106.738236	926.9653413	1027.282052	736.2503029	664.4083945	763.9018288	6687.273319	894.4388552	915.2402333	841.8423084	878.2380893	936.089495	615.680539	742.9807918	1051.979998	950.456824	569.940747	824.5680077	726.4742762	825.8988235	790.721733	1051.936251	809.9436729	677.7458815	932.479332	777.9013217	1180.183697	756.9433484	1134.80621	803.5901061	1155.601006	1105.419421	986.9252882	951.5803101	968.7728286	25733.74572	1025.384952	695.6382838	1040.841421
292.0641_20.62	3025.223091	2627.737506	2195.540665	2328.707993	2228.823129	3071.509769	2552.454472	2313.158704	2895.835454	2292.997686	2472.581383	2099.649543	2932.526145	3386.584006	2104.310775	2323.168137	2170.104257	2255.166049	3975.912399	2542.240834	3152.557657	2785.419266	2607.641889	2194.30161	2468.093161	2780.833768	2074.118742	2780.003634	2511.243016	1638.21951	2235.510846	2110.955307	3101.752995	2835.094804	3751.54999	1795.942115	2476.095378	2196.081852	3272.666596	1993.774457	2004.66113	2234.364332	1100.706908	2607.822758	2600.422673	2310.688237	1806.107078	2855.987436	2451.849596	1960.08639	2123.675626	3133.817488	2211.293283	2926.429838	1971.308407	2991.605727	2681.067516	2793.418348	3016.37551	2275.730151	2459.151389	2723.952473	1885.611263	2805.963416	2528.161054	2231.75345	2726.462985	2503.327266	2017.088216	1055.521153	2802.030766	2050.499115	2923.667619	3155.203729	1895.505182	2789.952775	2937.304111	27641.67658	2519.697984	1503.579616	2084.484461	2295.958021	2604.047327	2166.478268	2625.315628	2478.739818	2627.871605	3141.294322	3330.866827	2813.323665	2273.559351	2375.192904	2121.887414	2153.986664	2730.143685	1898.225126	786.4603814	2934.396747	2560.857968	2104.783217	1716.703631	3048.537592	2344.227335	2046.538085	2536.526202	1639.08439	106072.8915	2042.200081	2184.363065	1798.155064
535.8223_12.16	1558.807837	2101.517197	2028.813289	1603.092963	2175.730768	2087.991574	1803.859783	1889.549501	2065.059704	1623.111187	1948.341384	2082.478617	2144.703021	2104.893744	2179.34906	1919.168453	1677.875021	2178.159427	2038.926623	1801.090387	2245.55464	2245.049038	2007.155468	2272.620822	2821.215934	1698.060226	2044.403614	2059.760149	1875.145052	1801.363396	2305.802961	1727.4241	2141.877027	1868.579237	1935.297747	1974.228475	2811.742333	2171.742968	2569.837195	2207.83845	1879.545808	1954.322745	2078.347968	1756.865559	2224.350101	2140.134085	2095.101519	1967.145935	1841.483468	1862.351425	2268.602164	1605.363439	2175.30191	2425.122342	2221.1788	2113.151541	1778.166162	1810.33731	2033.868767	1796.33932	2127.791896	1814.386862	1744.229399	2019.312139	1764.727204	1927.657412	2317.787602	2101.398402	1895.663962	1093.73253	2109.658487	2210.956235	2218.962498	2272.825632	1989.952912	1969.353608	2099.066064	2416.883666	1947.869863	1794.427371	1843.636724	2039.888712	1935.285742	2123.489204	1652.696051	2260.497643	2286.34158	1662.648499	1826.255124	1828.421397	2114.696059	1933.801261	2624.183809	1789.482833	1746.803506	2345.658334	2280.529333	2539.772419	1941.552421	2360.093456	1900.427281	2256.404951	2524.486758	1854.815853	2034.977538	2376.408566	36101.16774	2249.478034	1865.484266	1757.708934
308.039_20.61	17522.1215	16153.12084	15485.46554	13137.96821	15468.92074	17269.3108	16466.02278	14869.03085	16802.62043	12829.38146	15215.95774	15925.06503	18393.50313	19012.24002	14409.92657	14059.18116	12828.04544	15453.94139	23363.78272	14895.60574	18121.76289	17330.03227	16672.57134	15156.81167	17356.54711	17185.23356	14065.25414	16835.39345	15465.64144	11073.00683	15518.42007	13280.46175	18840.16036	18353.46683	21219.59616	14066.19622	19870.35536	14381.93148	19770.12474	14814.71204	14032.97655	16287.30878	8082.370637	16987.45842	17533.38665	15432.04125	12760.34838	17987.72396	15767.16069	12835.47256	15112.80318	18939.63853	14378.64747	20106.51255	12201.74058	17972.07733	16730.99932	16795.1966	19468.9246	13735.62001	17300.39922	17059.90376	11769.80498	17594.9029	15582.2145	14241.08627	18021.56634	16393.09708	13286.65583	6008.188864	17620.53358	14124.58444	18347.30602	19803.27986	13403.30794	18097.56762	19138.59484	163148.5648	15051.4953	10659.13757	12644.46903	14182.82787	16652.16733	12431.75327	16617.57539	17641.74511	17630.84815	18806.29245	19436.89454	16589.48554	15359.10246	14784.84706	16168.37388	12739.73477	17107.27861	11497.04693	6414.180545	18041.44615	16375.55253	14655.94341	12041.98918	18123.97551	14674.00334	11901.22854	15580.32264	13134.16695	687338.3596	14549.32923	13557.36338	10990.77641
169.0135_41.43	7356.740378	4998.241307	6188.559913	5634.898984	4679.20366	5772.543279	5137.59895	4738.656384	6002.256107	4693.147348	5279.624478	3751.204215	6494.145361	5933.062656	6245.402511	5794.5656	5952.957017	5281.844398	4237.847373	4668.816474	6202.405094	4493.358582	5165.68839	6014.57702	5691.670209	4856.580497	5216.007947	4450.270347	6959.62596	5164.743229	17930.12004	13364.49903	5277.785685	4952.821453	5015.299501	4401.641997	5301.354794	5253.9531	4721.099308	3933.976635	5930.52353	4992.640295	5803.495986	5111.836777	7203.848836	6043.505718	4144.392297	5761.835191	4463.348502	5206.980331	5331.727312	5567.416722	5307.172056	3897.762963	5336.209892	5001.918116	4876.984302	5268.82613	5808.205754	7018.199881	5754.52285	4882.921184	5631.874069	5679.849751	4473.38032	6177.457535	5089.279905	4078.821121	6181.960521	7694.794029	5628.05678	6452.422441	5436.347051	6197.761334	5346.093247	3609.199555	5399.580482	5441.280879	5290.864257	5482.064956	7039.053301	5769.561802	6658.749259	6548.324815	6086.059049	5095.692442	4778.948581	4859.759299	5535.367862	6585.687441	5622.49667	5958.03503	4494.799719	7435.226002	7079.214889	4289.200793	3036.113423	7567.951109	6585.427902	5187.024269	4859.326282	5835.342053	5727.352196	7219.391362	6927.974543	5401.440118	13340.92894	4477.598005	7231.574962	5886.458602
686.7754_12.39	642.0853728	851.8275143	960.720494	757.1933664	874.7585577	1153.302134	676.2656692	653.9992251	786.5690958	869.785783	926.2799915	702.6901703	839.1702531	1131.295087	1010.664943	1025.925874	923.3012531	771.4225573	788.6373113	911.0320771	927.9037038	1036.462883	901.4736897	1131.307654	1055.156067	736.3374171	975.4922248	751.5813576	942.1490453	936.5453589	1124.747413	858.0298444	981.6323657	885.9387827	837.8285985	905.021975	1889.324875	1370.987021	1090.591902	957.4949481	921.3554054	593.8089473	1154.18877	990.7817986	1007.805845	1147.281381	1004.120059	907.1188132	722.9383849	835.9237165	1136.402207	856.1857595	1027.482662	948.9466049	1008.367611	1018.355381	656.8393673	667.2646678	913.4117186	848.1263045	800.0440209	691.5969642	788.3267182	994.9747204	735.1203612	1110.129434	1142.382797	887.0265455	976.194312	1313.783213	999.6891303	1179.992041	952.3065239	1131.52153	833.5146691	739.2022625	845.2530793	10486.4353	922.5953776	1012.906519	955.9842496	1029.494485	997.504693	1780.653028	874.0707667	1185.189187	1081.603849	638.3622373	1028.173959	778.0496397	883.9501368	830.0505031	1174.806716	940.5948475	754.452727	935.7206453	890.7661421	1284.541178	817.47009	1295.915478	959.1152632	1263.364643	1081.542394	1113.905866	1040.606209	1063.191337	42494.78924	1103.797696	747.3398057	1145.567753
97.9774_12.39	330018.8575	451672.9757	472704.6677	381213.2749	434891.5634	502780.658	374689.1228	401250.2898	449716.3818	403564.588	429201.6207	351639.9456	428823.7777	479364.0589	505552.6076	476382.2695	437948.2562	421006.7142	376049.1615	419736.1961	479390.2297	526888.9362	436502.4285	501858.003	601522.4674	355855.438	505254.8092	456724.1632	425147.4086	463396.6809	525030.4226	403409.6955	498045.5527	408851.7052	432831.5971	411452.5328	424791.2181	578042.1629	561310.3859	436212.1931	439938.637	307461.5306	505688.757	444562.2996	473078.4889	536025.425	470166.9203	468840.8895	387223.733	390103.7696	552019.3424	398905.8843	493135.8984	462115.2969	505236.7186	463894.0003	370555.1275	389079.227	444797.3297	389006.7611	442024.453	367492.6029	363618.1782	488098.8441	336246.0732	495400.1674	564590.9502	469018.38	468781.728	525596.3054	484717.8272	527594.4219	465911.5659	546688.1383	417045.5953	371183.9911	392717.4287	493513.3222	451003.4208	464766.8367	447057.6945	447264.3359	469272.3834	421810.8806	410689.7173	542253.4858	512720.7691	316131.9201	437291.3485	394600.8352	463593.7175	447560.0714	539194.1733	434502.055	364364.2411	504396.2339	429195.6616	622760.5947	440928.4978	592528.0994	434670.0189	543405.3201	573084.1085	510658.3463	497970.4865	487763.4812	741939.2283	466441.265	406411.7564	504174.1668
731.7747_12.39	948.155112	1427.331436	1492.169797	1270.448587	1480.927053	1770.759752	1017.551502	1107.062808	1293.186157	1431.023918	1435.933997	1131.709768	1366.812515	1742.514343	1615.070825	1511.327212	1592.824203	1301.615452	1193.183263	1449.898423	1455.733584	1674.009446	1402.746239	1668.097956	1849.443757	1112.724322	1616.267854	1233.094089	1598.44919	1497.055284	1753.562941	1273.325067	1570.143998	1445.923844	1321.85433	1375.060255	3720.093354	2262.079418	1708.816748	1567.307502	1494.554409	1055.166953	2004.545972	1431.132757	1608.658799	1882.105265	1578.607626	1469.209685	1183.452986	1296.032028	1845.274483	1267.483364	1673.882535	1600.253992	1634.703392	1667.239831	1081.669207	1196.796026	1460.821114	1406.976624	1364.680216	1169.339803	1306.778594	1631.982638	1221.511388	1805.422885	1913.269241	1483.519626	1489.25598	1900.418592	1522.673172	1900.011788	1598.431123	1847.310289	1307.996949	1158.786691	1319.614399	9194.900632	1607.664832	1532.666778	1445.537323	1694.07165	1577.239271	1204.943213	1319.138968	1922.161078	1666.084073	964.1679157	1485.239532	1270.621665	1407.203421	1434.47161	2000.08803	1519.882471	1160.411106	1612.343878	1423.021376	1992.276225	1375.948698	1997.232286	1498.331276	2200.464774	1897.566689	1901.243239	1586.13538	1664.773185	33264.50394	1839.896065	1215.57545	1805.802983
90.0319_20.61	682123.578	584561.2054	511111.3078	544483.7187	568195.5648	735406.5365	583212.3802	515139.0991	693786.6946	549017.193	549005.7076	496344.1928	745922.4813	840275.2617	516440.4063	511976.2927	480730.8722	546443.8379	1112263.969	659477.1902	740089.0745	740703.5319	652483.8872	544351.5772	611076.8926	623640.5071	488493.9217	623732.7701	630994.3914	392298.0967	536163.6056	456285.8773	708540.518	786662.3818	1037262.833	454910.1613	634530.8033	588254.3444	824208.5908	510914.5863	523305.543	562877.2321	274911.556	654397.953	729317.6966	603094.202	437829.8346	691919.9943	557122.5698	456327.6948	548479.2101	738926.9963	547423.6451	710417.1385	438695.9712	661649.231	575566.6585	632563.7601	729883.9855	493434.8195	619594.7483	667356.6262	431257.0093	669046.2691	526013.7258	524980.6546	636531.4337	581719.2776	412165.9788	292783.6523	592452.6708	492280.0101	671480.2468	725166.2354	436391.7652	643109.5623	703977.4541	663634.9948	581920.0169	358858.7927	466570.5147	567447.0314	631778.2932	539713.1469	620755.0741	635131.0544	599802.4913	719637.2135	819453.6396	622808.5685	537611.3785	549917.7399	530755.1937	499193.7231	602930.7559	418922.0689	253104.3671	655055.7013	587855.7064	519418.953	411257.765	768472.0134	586577.2944	465308.1545	545428.9652	357900.7599	12767873.64	445326.9456	465533.5554	381989.2153
625.8084_12.39	3757.604165	5382.241664	5919.736516	4925.40296	5165.382952	7033.889219	4306.678265	4484.713432	5035.98679	5525.331646	5665.304308	4193.69389	5133.326325	6532.60797	6000.96465	6096.290465	5970.277748	5035.77276	4491.185782	5560.700387	5662.384927	5930.033707	5303.610166	6551.910483	6667.934953	4414.424309	6189.629067	4505.468162	6093.758579	5729.019187	7036.982073	5193.958324	6245.686831	5345.313123	5064.563661	5250.555346	2434.314597	8915.904945	6649.371385	5588.433838	5769.485734	3561.772692	7344.277043	5990.017195	6001.272483	6633.372595	6077.674896	5517.805932	4374.32131	4685.747619	6928.547419	5292.398771	5999.322918	5584.296865	6278.538836	6332.635874	4217.157799	4380.051878	5135.191431	5260.147786	5051.954885	4286.231024	4892.50373	6316.86178	4512.78166	6783.819627	7319.995353	5487.288263	6105.785048	8928.64859	5912.533799	7372.640937	5907.089147	6840.618206	5095.142444	4256.12821	4904.989301	76618.12278	5986.55405	6253.235209	5626.817602	6505.633135	6003.667075	4174.9061	5542.20731	7268.305044	6451.737393	3892.461072	6087.064818	4788.525312	5079.722041	5121.845767	7071.22529	5730.878266	4472.317143	6213.600299	5245.376324	7761.288982	5251.247323	8135.532905	5593.558481	7993.110204	7455.230156	7520.087986	6460.298262	6497.606874	303578.2397	6720.414564	4545.228835	6858.203945
164.0695_21.56	26193.20538	28922.91482	33982.41915	22738.78099	27639.94134	35653.41472	23354.41167	25718.4569	27055.32308	26209.31906	26057.03259	24327.51509	35317.75211	31519.8539	25779.93742	23983.95637	21259.60298	31235.27623	31755.78983	17931.76921	26658.66636	25468.24212	27039.89952	26488.45869	28993.86452	28169.099	26496.87296	31862.45921	26844.94048	21195.84415	33469.00284	22098.76685	30814.02882	31057.35025	21767.70384	29152.74024	48018.49932	16289.56906	32104.78454	26982.30382	21426.11039	21985.87673	20614.40656	23861.73559	27206.20371	22585.96295	26239.97292	26323.85148	28785.36941	25175.61268	26070.19691	31178.8594	25550.57336	31576.56106	25560.89366	21219.61031	22587.29619	26663.97063	21550.55256	18401.38448	33503.93756	24977.18338	14762.81677	29105.68848	21869.14343	17478.04129	27713.64193	30093.08964	31834.45965	11591.81117	23596.52979	21442.53002	24512.1397	38032.43077	24179.32565	38331.07464	29618.19866	35122.37792	22559.55007	20614.68829	21037.68941	21879.73975	27709.95598	21677.44611	29089.28445	28383.5136	25599.11948	26179.17356	30454.00693	24543.2923	26836.01902	20741.41057	21808.57125	17778.04199	22841.22417	25580.22671	26518.84482	28921.19881	31474.14855	23892.18476	22311.22624	25349.33343	24837.07792	19044.46214	19186.39194	30041.68454	98381.09571	25300.81956	27335.73606	19562.51863
526.0487_20.6	1911.881048	1784.54594	1663.2312	1380.062616	1699.4753	1648.877655	1695.724613	1480.240768	1831.287626	1280.83874	1536.888699	1696.888377	1758.261554	1907.19715	1478.717324	1277.493195	1327.678932	1509.193492	2551.504468	1488.797687	1949.102367	1877.875294	1741.761541	4110.903763	1854.6997	1854.603408	1471.0042	1884.688004	1505.396725	1067.200853	1602.657515	1427.149849	2001.40816	1775.054799	2347.147203	1482.021762	1914.263507	1345.790539	2341.036047	1467.475301	1421.631622	1631.522365	690.6474916	1707.950572	1852.257707	1625.48238	1268.6841	2003.984459	1659.094696	1343.539108	1534.152111	2075.155666	1502.886083	2176.392773	1200.706783	1952.567296	1851.413489	1829.984174	2084.2332	1309.298659	1695.340601	1810.822852	1167.191317	1919.656417	1573.483021	1422.295725	1818.536585	1781.55266	1401.843527	643.6891727	1881.537831	1316.285541	1933.674497	2088.544166	1383.93529	1925.957874	2033.939206	30134.92921	1552.185878	998.5455967	1356.721644	1275.968526	1627.468265	5066.803217	1733.162955	1735.047117	1902.145947	1960.276938	1979.6095	1760.039144	1652.730842	1627.919842	1704.678827	1245.258781	1762.919852	4301.042667	540.4658241	4968.374724	1677.485551	1462.041637	1343.059547	1724.844671	4519.743761	1173.946607	1491.319815	1385.878559	138071.3294	1429.050145	1365.240135	1075.383717
460.1617_21.72	318.5337517	385.304927	390.2350382	335.39685	375.1626849	395.9448386	416.5790379	398.6346637	366.8825338	285.506337	308.4455175	321.3466981	451.0508027	304.997157	347.2612786	393.5720933	290.1993956	443.9199082	262.602952	324.8968357	370.2319967	489.1712376	300.992373	422.4062088	438.5247426	276.1504253	343.5659904	427.7128095	338.8238182	318.107713	369.1563296	346.5810749	399.6042893	415.2837659	344.8030614	275.2441634	610.5311574	268.8608845	475.9897059	333.6630853	334.4627778	410.7046831	336.165595	312.9123936	488.4734438	339.01149	439.1144198	417.6234418	358.6896416	386.4063981	353.108861	300.5064643	397.9621089	367.2696263	407.5250311	410.434408	299.5305644	285.3265836	424.2373391	298.2049801	452.1212672	416.1230601	304.1152644	374.2881431	292.0322245	319.9664422	450.9938568	379.3253851	249.2341366	223.6169508	347.9191752	359.8451383	331.5721618	399.2785892	363.1366507	332.7783048	362.217503	1081.932545	384.3275457	341.7117041	374.6642715	324.4492127	365.2156969	499.0919701	283.9052688	402.7420115	330.7293267	260.4886188	337.8804898	420.6992163	362.4970041	307.4606998	286.6429879	311.9336928	379.0479313	445.2196791	372.1021024	441.2619144	325.1746072	373.7431109	384.8912807	308.5067231	464.7961238	279.6051943	320.8473035	269.7480065	640.917689	470.2145023	452.934255	277.2877927
845.7224_12.39	355.7155834	543.1152792	561.9178802	477.4172274	511.9543506	692.9568082	372.0463985	415.0833982	484.1021716	516.8363778	538.8669554	385.4070067	524.8604982	690.4159068	635.3088612	599.9544627	557.1173889	496.2070712	451.4847881	521.1925219	535.6838278	632.712289	516.6769333	635.1786786	701.315473	420.5535307	620.7725411	410.7465115	597.2684702	589.4575709	640.4978506	496.6124214	593.685539	543.130223	467.1973414	511.8597341	1199.91512	833.5024315	620.8227844	593.5835639	575.731229	340.1054164	715.9114937	596.8007218	588.198247	733.6217384	610.6121417	515.3415222	451.7258563	478.8200931	722.9908426	516.155726	619.5543815	571.3231217	632.7207694	609.8608371	425.8925498	447.2253115	566.4237754	520.6698417	504.6886042	424.2395391	472.7423856	601.0507262	426.0178451	696.4757033	741.1802632	549.0992203	577.7504154	875.1827518	592.3279173	763.8454739	624.9969616	664.3492202	493.0582105	437.7764629	497.1190795	4450.853521	610.0279867	621.8304532	578.9970368	616.0800916	622.9778765	386.8633977	516.3892836	728.1407788	664.6574721	365.609567	599.9416885	476.1395122	529.3588112	520.8165529	724.2319479	575.430358	450.1467472	589.663163	532.1902394	757.9858698	509.041536	774.7869309	598.3129383	755.5268286	720.6431736	698.6191925	639.0860226	643.4714562	17173.4522	683.2324467	477.5388268	752.7373533
278.0374_21.73	2178.825896	2274.134202	2361.307126	1802.085956	2355.751043	2571.785162	2070.970051	2137.705028	2022.486734	1868.975949	2502.353114	2410.024935	2788.08641	2213.66353	2139.196106	2169.90218	1926.847188	3878.672902	2319.98206	2125.207114	2363.506985	2623.322784	2330.354273	2746.047282	2540.887205	2369.824005	2101.31927	2413.129769	2661.898579	1995.864013	3126.767326	2596.014558	2325.332484	2417.392159	2392.677095	2497.386013	3626.297458	2761.348304	2341.322167	3061.228623	2109.768631	2603.551189	2961.877913	2003.280761	2891.90159	2246.67518	2687.993641	2118.237058	2088.929978	2402.962391	2229.06378	2594.873163	2341.355486	2555.687998	2173.931507	2746.322968	1904.073823	2095.646524	2161.73635	2138.169505	2685.887849	2277.690032	2347.896768	2311.871047	2197.49723	2167.662782	2855.51608	2131.82336	2487.774165	1249.823851	2743.715654	2474.755538	2510.657096	2844.305495	2360.569206	2175.006977	2679.781479	5949.750037	2402.791254	1947.100419	2124.409971	2468.346746	2830.503182	2585.549945	2672.363632	2397.682747	2440.941921	1988.069384	3004.53471	2376.631256	2208.796128	1936.541513	2888.194642	2121.838697	2266.267727	2329.066415	3844.303106	2232.865472	2222.347992	2452.289655	2313.378732	2624.032362	2420.368892	2167.560071	2259.006532	2443.602369	12385.11768	3222.545245	2255.247879	1820.358772
154.0027_20.59	46538.54107	48717.93582	44708.31961	40145.8848	48859.05063	48214.48079	45137.95602	43898.4584	50310.98133	40162.82377	45085.53305	49117.73786	53975.7469	51582.23958	43685.95299	42957.01503	39122.16891	52186.06748	63861.87079	44545.93083	54033.08035	50288.8231	50231.46282	47689.69561	51646.47409	51626.96433	43632.07851	48954.02404	45819.54302	35337.1369	50608.55238	40692.14915	53751.55632	52047.1002	59484.43358	41563.10955	74999.00761	46955.83355	58210.39754	45859.44309	40822.1285	48328.73245	30076.39417	45648.2082	53133.13947	46259.52842	39786.64605	51977.70282	47090.98263	38008.49647	48721.94601	54674.60934	43137.50704	56955.66779	40726.00858	53366.45658	47610.99545	47928.17324	52136.34114	41802.74442	54457.56071	50654.41308	37870.5497	50632.07877	45781.51809	43598.93709	51420.77975	49020.85055	40696.5361	27851.7501	52139.26173	43138.87872	51579.15232	60395.00372	44309.41338	55536.0078	57790.48877	92782.35898	44919.35086	34185.3869	40198.5589	44363.80733	46314.51553	45863.08266	50404.77037	50690.67805	51194.05328	54284.99036	52126.99996	47784.47974	46530.52201	43727.50394	50160.17789	40870.44235	45458.23448	43550.38646	26174.57771	50977.02083	48717.61016	45263.78566	37587.46208	51728.50318	50311.76957	39579.52355	43763.83984	39843.54976	234375.661	43110.39219	42360.11649	35610.81772
264.1113_20.4	2067.057524	1565.983557	553.8781009	861.8577454	1124.018348	556.9333336	2173.2688	1611.108464	2537.742869	399.6880599	910.805225	1466.077184	1485.562248	2033.550067	1198.113133	1104.157562	1541.503881	1140.950871	1753.863808	608.2820479	564.575755	860.0521431	626.790214	1161.243589	2421.869933	592.219784	3502.316379	1467.210785	1517.341189	264.9355067	1277.321326	637.1783751	1093.265696	445.2515217	852.1971508	742.9014221	2209.964122	1103.447264	823.0720862	535.6427275	1603.089097	632.0255709	1644.786933	1088.52645	500.5271684	1459.871338	1328.292249	1163.650406	887.8903952	1069.610086	1442.857835	436.4437328	1481.973229	683.7642845	393.7755255	757.37443	478.0495867	1431.216907	1992.20415	1662.381139	772.2304588	649.9895821	293.9722016	1127.768794	1039.859709	1478.93534	1105.379694	551.0527747	644.8909383	227.0731334	1450.971929	917.2782819	1648.755845	1218.508346	1287.679591	852.6757662	792.1437205	2554.540716	790.4570957	1631.117195	739.7272782	1758.261038	2687.478256	2414.656236	452.5318179	318.1885661	663.387551	688.9362506	1068.170658	1051.429501	1265.534166	1403.079099	967.1909767	1026.161856	406.1509034	1026.433765	672.8028807	938.8930168	1932.904312	1773.371904	586.9094283	539.3447968	1813.20585	2039.264889	732.0705323	690.1067569	3175.522611	377.4002161	971.1813162	748.2836469
581.8054_12.37	1392.903666	1913.988743	2054.090696	1603.995638	1998.760213	2413.127661	1520.188314	1705.369819	1889.878177	1798.943597	2025.634127	1600.26525	1900.574066	2227.229429	2311.672004	2070.863627	1991.754083	1772.669469	1701.657501	1868.154525	2132.739854	2194.106108	1999.697596	2203.255155	2459.842235	1646.749996	2133.549449	1759.973837	2062.170697	1984.591853	2597.06286	1842.01762	2056.018983	1897.484868	1840.569316	1896.261853	1084.684116	2744.137919	2457.941087	2182.943771	2014.742139	1432.683118	2426.861149	1994.243049	2209.968326	2508.418136	2134.598703	1940.956453	1582.516392	1739.073075	2458.546457	1825.616751	2290.448409	2107.111525	2296.170666	2174.614906	1531.377252	1606.885176	2065.941024	1741.27805	1862.9529	1691.502462	1749.614364	2168.148966	1569.645086	2389.542314	2454.228066	2004.355402	2127.504754	2178.629377	2136.010505	2488.38427	2182.692081	2507.111042	1805.218143	1648.624607	1886.91191	13921.31573	2061.168276	2042.545863	1977.811793	2155.373153	2174.7765	1710.762514	1902.582563	2541.585449	2435.051838	1367.53691	2005.360842	1769.822352	1968.533725	1904.421712	2544.601743	1902.913344	1637.587714	2256.11444	2010.336643	2796.522795	1753.164565	2572.04002	2045.090269	2625.640758	2603.867647	2248.047975	2158.064628	2253.373405	51801.0331	2360.048958	1721.141616	2300.213118
829.7501_12.39	480.9297936	700.2648848	771.3919437	632.8962422	719.9792447	924.724531	478.7845081	562.3847448	649.8765109	704.1026502	705.0787944	552.2469534	659.8648513	815.72381	798.1284674	756.8499247	760.8242762	624.1688818	610.2739449	694.0317805	738.7573939	787.9378891	737.2205898	840.6395592	893.8724235	553.8587516	807.9394014	559.8751143	782.9363154	759.8097369	907.5045638	677.5693346	800.3415344	701.4581684	681.0402735	688.0154743	298.5967078	1127.191856	801.9202732	771.9835461	729.9503807	490.3856942	955.3609164	727.7116729	799.5704418	913.786328	783.3933963	702.224469	578.7756606	637.7842959	901.4455872	629.6345233	845.0417237	755.4864503	798.3923687	813.702027	540.5792822	599.9881766	679.553325	698.8087789	662.2418806	576.6098005	656.4789757	809.1259251	581.7876425	902.6971504	922.3219263	711.6568016	723.6479482	1119.777146	742.0345407	951.948887	804.6618068	907.234687	644.1919972	545.3079895	671.1250507	5625.211578	775.7427165	785.9732651	721.510298	841.5531646	787.9657686	521.0718041	643.3064557	918.1166246	878.7845896	490.1498791	739.3459639	609.8608052	670.6484135	690.1708591	953.0432433	756.2843004	588.1841249	833.8078861	720.7225089	994.1268911	658.3275805	1029.447909	767.835584	1006.019871	986.1771381	931.2633845	812.9622458	850.8713773	21459.63595	922.672304	569.2492733	937.3679602
943.3542_21.23	2240.904371	1693.153106	2166.880484	2269.909074	2007.310976	2230.411482	1031.801274	2308.722268	1882.492643	1602.17615	2150.9415	2422.032139	3482.061234	3014.34271	2088.469964	2338.932236	1586.477889	1900.477479	1762.206661	3964.505059	3738.855091	2115.797672	2832.555922	1669.163776	1800.191548	3024.63788	2157.053438	2014.450657	2931.845442	2860.09762	5408.423579	2266.449292	2395.161709	2934.392739	1487.1874	1842.501533	2499.967235	1562.06868	1377.578136	1458.955185	1441.634502	1250.081033	1233.988151	2326.447646	4847.897846	2021.751056	1490.745465	1628.953598	1608.86753	1260.683664	1615.528615	2059.04941	1850.20764	3043.560193	1346.176671	2335.651819	1463.253035	2226.184739	1991.276275	2343.336412	1729.197044	2493.663505	1765.695542	2412.651424	2934.741626	2401.613212	2659.076182	2109.338608	1926.770129	4784.877569	1515.877572	1998.734932	1791.273267	2053.427438	1221.782252	2147.785987	2219.319707	16149.13164	3153.581991	820.5971906	2031.4756	2981.223972	2774.623299	1320.545157	1858.276543	1872.680701	2920.003135	2974.613091	2745.666695	2801.781712	2097.098193	1250.02853	2125.288781	4268.59642	2995.285179	2741.825147	2277.442917	1437.325755	2151.665108	1481.917147	1739.966195	3741.519812	3148.932905	1998.52161	2822.520213	1383.578633	58807.32855	641.4637881	2549.667889	1952.844015
